FID,SitePolygo,dunam,Shape_Area,parmiter,Ci,buff_area,buff_perim,STAT_1,AGE,POP15,RATE15,INDX8,RATE8,Count_,Sum_floors,Avg_floors,Sum_appart,Avg_appart,Sum_Shape_,Avg_Shape_,Sum_living,Avg_living,Sum_reside,Avg_reside,part_area
44,27,1082.971687,789147.0621,5258,0.598912424,543545.9709,10895.65837,411,1993,3590,2,0.195854822,955,0,0,0,0,0,0,0,0,0,0,0,377180.541
45,28,2163.767761,1576533.235,7559,0.588833015,767234.9098,15417.74206,411,1993,3590,2,0.195854822,955,0,0,0,0,0,0,0,0,0,0,0,494915.5224
46,28,2163.767761,1576533.235,7559,0.588833015,767234.9098,15417.74206,421,1999,5767,1,0.745755984,1231,9,16,1.777777778,9,1,1559.760407,173.3067119,2714.035662,301.559518,9,1,31609.17824
47,34,663.5243834,483403.7271,3988,0.618023202,411477.6427,8244.407226,223,1970,2535,6,0.345994213,1039,3,6,2,3,1,524.1177999,174.7059333,1048.2356,349.4118666,3,1,5155.037874
48,34,663.5243834,483403.7271,3988,0.618023202,411477.6427,8244.407226,234,1998,3015,2,0.396156874,1066,1,2,2,1,1,3.658086366,3.658086366,7.316172732,7.316172732,1,1,62255.45472
49,34,663.5243834,483403.7271,3988,0.618023202,411477.6427,8244.407226,411,1993,3590,2,0.195854822,955,19,28,1.473684211,0,0,9622.07595,506.42505,9622.07595,506.42505,0,0,203952.7963
50,34,663.5243834,483403.7271,3988,0.618023202,411477.6427,8244.407226,421,1999,5767,1,0.745755984,1231,1,2,2,1,1,4.821078539,4.821078539,9.642157077,9.642157077,1,1,21703.04031
51,41,1708.669791,1244426.576,7090,0.557754824,692800.9698,13958.10507,312,1998,5006,5,0.084680755,890,20,51,2.55,64,3.2,2451.333751,122.5666876,7681.543194,384.0771597,20,1,9588.02908
52,41,1708.669791,1244426.576,7090,0.557754824,692800.9698,13958.10507,313,1998,3147,4,0.214925111,971,10,30,3,68,6.8,2195.942922,219.5942922,7483.700853,748.3700853,10,1,10422.12529
53,41,1708.669791,1244426.576,7090,0.557754824,692800.9698,13958.10507,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554119.8707
54,42,2103.50238,1531884.065,8523,0.514784418,867504.8667,17350.60867,311,1970,3646,3,-0.241284487,665,191,287,1.502617801,236,1.235602094,18430.50154,96.49477244,30530.95431,159.8479283,187,0.979057592,178892.6519
55,42,2103.50238,1531884.065,8523,0.514784418,867504.8667,17350.60867,312,1998,5006,5,0.084680755,890,0,0,0,0,0,0,0,0,0,0,0,30.20412196
56,42,2103.50238,1531884.065,8523,0.514784418,867504.8667,17350.60867,314,1998,0,0,0,0,2,2,1,0,0,451.3667655,225.6833828,451.3667655,225.6833828,0,0,311439.8691
57,42,2103.50238,1531884.065,8523,0.514784418,867504.8667,17350.60867,111,1957,2339,9,-0.934080774,315,4,9,2.25,0,0,2580.429657,645.1074142,2580.429657,645.1074142,0,0,44192.19853
58,42,2103.50238,1531884.065,8523,0.514784418,867504.8667,17350.60867,112,1957,2266,9,-0.635295992,449,35,38,1.085714286,140,4,35262.02571,1007.486449,35262.02571,1007.486449,0,0,79854.5225
59,42,2103.50238,1531884.065,8523,0.514784418,867504.8667,17350.60867,645,2002,14133,3,0.727673958,1226,2,2,1,0,0,264.0179415,132.0089708,264.0179415,132.0089708,0,0,36197.87974
60,49,1616.925736,1177318.118,5368,0.716538184,560061.0292,11229.3643,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399819.0336
61,48,1321.004008,961710.0896,4233,0.821256367,452501.1316,9058.91921,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217340.8529
62,52,1063.351767,773850.9732,6495,0.480125136,643807.2027,12710.17953,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366660.831
63,44,2119.730612,1543494.604,6494,0.678180355,667867.6069,13271.19666,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469102.58
64,45,2852.728358,2077143.487,8556,0.597127957,846390.3737,16935.3721,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727158.2454
65,46,2629.508716,1914274.352,7915,0.619663767,791575.9454,15970.45514,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480337.5646
66,46,2629.508716,1914274.352,7915,0.619663767,791575.9454,15970.45514,645,2002,14133,3,0.727673958,1226,0,0,0,0,0,0,0,0,0,0,0,103202.7381
67,40,1329.7427,968518.8169,5475,0.63719864,555777.7268,11196.05489,234,1998,3015,2,0.396156874,1066,0,0,0,0,0,0,0,0,0,0,0,15690.71343
68,40,1329.7427,968518.8169,5475,0.63719864,555777.7268,11196.05489,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246228.2411
69,40,1329.7427,968518.8169,5475,0.63719864,555777.7268,11196.05489,411,1993,3590,2,0.195854822,955,0,0,0,0,0,0,0,0,0,0,0,35049.36384
70,43,1560.223574,1136174.046,6626,0.570263969,680396.5907,13627.30363,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505943.4555
71,37,1203.12688,876426.8626,5224,0.635271839,539736.4217,10636.34809,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74348.12221
72,37,1203.12688,876426.8626,5224,0.635271839,539736.4217,10636.34809,411,1993,3590,2,0.195854822,955,6,6,1,0,0,2578.39095,429.731825,2578.39095,429.731825,0,0,216440.7045
73,33,136.8061418,99646.28395,2588,0.432385592,276474.7987,5466.260314,111,1957,2339,9,-0.934080774,315,23,70,3.043478261,173,7.52173913,3113.01767,135.3485943,9794.943325,425.8671011,21,0.913043478,14731.98709
74,33,136.8061418,99646.28395,2588,0.432385592,276474.7987,5466.260314,112,1957,2266,9,-0.635295992,449,0,0,0,0,0,0,0,0,0,0,0,1534.973854
75,33,136.8061418,99646.28395,2588,0.432385592,276474.7987,5466.260314,113,1957,1831,9,-0.934080774,315,124,248,2,474,3.822580645,21222.19539,171.146737,42647.88477,343.9345546,106,0.85483871,110260.0474
76,33,136.8061418,99646.28395,2588,0.432385592,276474.7987,5466.260314,121,1957,3563,9,-0.949645165,308,102,205,2.009803922,420,4.117647059,25463.17577,249.6389782,39169.70005,384.0166671,74,0.725490196,123825.3741
77,33,136.8061418,99646.28395,2588,0.432385592,276474.7987,5466.260314,212,1970,4524,8,-0.489778723,521,4,6,1.5,0,0,2777.54614,694.3865351,2777.54614,694.3865351,0,0,24824.17872
78,33,136.8061418,99646.28395,2588,0.432385592,276474.7987,5466.260314,213,1970,3263,7,0.015038654,837,0,0,0,0,0,0,0,0,0,0,0,1298.237449
79,31,211.8439053,154341.6444,3327,0.418594669,340215.9923,6840.004934,211,1970,3582,7,0.189206973,951,0,0,0,0,0,0,0,0,0,0,0,33.60301308
80,31,211.8439053,154341.6444,3327,0.418594669,340215.9923,6840.004934,434,1960,4018,8,-0.430181584,547,15,21,1.4,552,36.8,7974.912542,531.6608361,9681.531717,645.4354478,14,0.933333333,50780.92288
81,31,211.8439053,154341.6444,3327,0.418594669,340215.9923,6840.004934,511,1956,2104,9,-0.291593449,627,44,128,2.909090909,235,5.340909091,18103.37669,411.4403793,36233.37509,823.4857976,27,0.613636364,142530.3386
82,31,211.8439053,154341.6444,3327,0.418594669,340215.9923,6840.004934,512,1956,2963,8,-0.384313925,576,160,243,1.51875,428,2.675,36796.81537,229.9800961,55370.58993,346.0661871,132,0.825,146871.1279
83,38,169.1482948,123218.3633,4733,0.262909419,492160.3754,9864.055889,224,1970,2148,5,-0.469161445,526,87,188,2.16091954,251,2.885057471,12048.12657,138.4842135,29876.65198,343.4097929,79,0.908045977,73027.36225
84,38,169.1482948,123218.3633,4733,0.262909419,492160.3754,9864.055889,225,1970,3579,6,-0.548627515,497,74,259,3.5,583,7.878378378,27281.09799,368.6634863,72591.06181,980.9602947,62,0.837837838,129960.4671
85,38,169.1482948,123218.3633,4733,0.262909419,492160.3754,9864.055889,226,1970,1409,7,-0.548627515,497,86,185,2.151162791,271,3.151162791,14986.02664,174.2561237,35788.71056,416.1477972,80,0.930232558,92113.83451
86,38,169.1482948,123218.3633,4733,0.262909419,492160.3754,9864.055889,234,1998,3015,2,0.396156874,1066,0,0,0,0,0,0,0,0,0,0,0,6546.3689
87,38,169.1482948,123218.3633,4733,0.262909419,492160.3754,9864.055889,313,1998,3147,4,0.214925111,971,0,0,0,0,0,0,0,0,0,0,0,248.5115285
88,38,169.1482948,123218.3633,4733,0.262909419,492160.3754,9864.055889,213,1970,3263,7,0.015038654,837,0,0,0,0,0,0,0,0,0,0,0,336.8410232
89,38,169.1482948,123218.3633,4733,0.262909419,492160.3754,9864.055889,214,1970,5119,5,0.00195888,824,133,453,3.406015038,920,6.917293233,24267.61968,182.4633058,105865.8945,795.9841692,123,0.92481203,146233.7348
90,38,169.1482948,123218.3633,4733,0.262909419,492160.3754,9864.055889,215,1970,1818,8,-0.20929502,690,47,64,1.361702128,68,1.446808511,5429.346576,115.5180123,7866.126725,167.3643984,47,1,19352.25841
91,38,169.1482948,123218.3633,4733,0.262909419,492160.3754,9864.055889,222,1970,3091,8,-0.620032097,457,0,0,0,0,0,0,0,0,0,0,0,204.5781402
92,30,60.12196245,43804.96797,1130,0.65658079,135933.288,2736.357168,431,1960,3424,8,0.653496134,1189,30,63,2.1,94,3.133333333,2806.178944,93.53929813,7351.405327,245.0468442,29,0.966666667,18177.61052
93,30,60.12196245,43804.96797,1130,0.65658079,135933.288,2736.357168,432,1960,3569,8,-0.433758308,542,83,250,3.012048193,425,5.120481928,16458.32487,198.2930707,56365.7976,679.1059951,75,0.903614458,86408.40627
94,30,60.12196245,43804.96797,1130,0.65658079,135933.288,2736.357168,433,1960,1650,9,-0.430181584,547,26,107,4.115384615,345,13.26923077,4622.56042,177.7907854,21394.489,822.8649616,24,0.923076923,26178.85615
95,30,60.12196245,43804.96797,1130,0.65658079,135933.288,2736.357168,434,1960,4018,8,-0.430181584,547,7,12,1.714285714,14,2,1425.409477,203.6299253,2633.924279,376.2748971,7,1,5168.415057
96,16,1040.018658,758176.4436,8570,0.360171424,851577.0491,17030.4885,411,1993,3590,2,0.195854822,955,3,3,1,0,0,1999.621359,666.5404531,1999.621359,666.5404531,0,0,98016.88098
97,16,1040.018658,758176.4436,8570,0.360171424,851577.0491,17030.4885,613,1953,4846,2,0.516157712,1132,291,415,1.426116838,308,1.058419244,47415.13293,162.9386011,67348.18781,231.4370715,290,0.996563574,265609.4891
98,16,1040.018658,758176.4436,8570,0.360171424,851577.0491,17030.4885,614,1999,2219,8,-0.350669127,593,159,168,1.056603774,151,0.949685535,13734.89175,86.38296695,15020.43062,94.46811712,151,0.949685535,319001.8592
99,16,1040.018658,758176.4436,8570,0.360171424,851577.0491,17030.4885,621,1968,547,0,0,0,1,1,1,0,0,1959.904351,1959.904351,1959.904351,1959.904351,0,0,38176.08799
100,14,1877.429882,1368811.433,11196,0.37043657,1116055.505,22439.84071,411,1993,3590,2,0.195854822,955,1,2,2,0,0,20.94943466,20.94943466,20.94943466,20.94943466,0,0,143491.4647
101,14,1877.429882,1368811.433,11196,0.37043657,1116055.505,22439.84071,613,1953,4846,2,0.516157712,1132,6,7,1.166666667,4,0.666666667,867.0710889,144.5118481,867.0710889,144.5118481,4,0.666666667,47907.06863
102,14,1877.429882,1368811.433,11196,0.37043657,1116055.505,22439.84071,614,1999,2219,8,-0.350669127,593,0,0,0,0,0,0,0,0,0,0,0,10955.13383
103,14,1877.429882,1368811.433,11196,0.37043657,1116055.505,22439.84071,621,1968,547,0,0,0,125,157,1.256,0,0,174225.6077,1393.804861,174225.6077,1393.804861,0,0,678619.7215
104,14,1877.429882,1368811.433,11196,0.37043657,1116055.505,22439.84071,624,1962,1985,9,-0.237948898,667,0,0,0,0,0,0,0,0,0,0,0,124.0022902
105,10,1236.853464,901318.5701,4897,0.687248796,513742.0331,10265.96536,621,1968,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160462.2662
106,8,345.1253328,251417.6042,2482,0.716145054,275805.0166,5517.002368,621,1968,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20394.94212
107,8,345.1253328,251417.6042,2482,0.716145054,275805.0166,5517.002368,642,1998,4819,1,0.405114712,1072,2,4,2,0,0,3061.184466,1530.592233,3061.184466,1530.592233,0,0,142106.0787
108,8,345.1253328,251417.6042,2482,0.716145054,275805.0166,5517.002368,643,1998,5310,1,0.893158116,1299,0,0,0,0,0,0,0,0,0,0,0,46451.46561
109,4,175.1808226,127576.7305,2689,0.470868745,286679.0463,5754.581701,111,1957,2339,9,-0.934080774,315,0,0,0,0,0,0,0,0,0,0,0,9978.888304
110,4,175.1808226,127576.7305,2689,0.470868745,286679.0463,5754.581701,122,1957,1146,9,-0.437713933,540,0,0,0,0,0,0,0,0,0,0,0,6182.403433
111,4,175.1808226,127576.7305,2689,0.470868745,286679.0463,5754.581701,641,1998,3007,3,0.237566865,985,165,332,2.012121212,190,1.151515152,13945.38997,84.51751495,28999.33015,175.7535161,160,0.96969697,95224.2116
112,4,175.1808226,127576.7305,2689,0.470868745,286679.0463,5754.581701,642,1998,4819,1,0.405114712,1072,41,110,2.682926829,170,4.146341463,7303.280586,178.1287948,21910.41534,534.4003742,40,0.975609756,31631.31689
113,4,175.1808226,127576.7305,2689,0.470868745,286679.0463,5754.581701,644,2002,1301,2,1.612326804,1514,2,3,1.5,2,1,297.6592057,148.8296029,416.9671481,208.4835741,2,1,11033.78143
114,4,175.1808226,127576.7305,2689,0.470868745,286679.0463,5754.581701,645,2002,14133,3,0.727673958,1226,22,110,5,246,11.18181818,6708.213885,304.9188129,33642.53425,1529.206102,22,1,50897.45678
115,3,445.6542324,324498.3646,4276,0.472251658,450149.0897,9019.254247,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26545.32803
116,3,445.6542324,324498.3646,4276,0.472251658,450149.0897,9019.254247,111,1957,2339,9,-0.934080774,315,0,0,0,0,0,0,0,0,0,0,0,1433.559594
117,3,445.6542324,324498.3646,4276,0.472251658,450149.0897,9019.254247,122,1957,1146,9,-0.437713933,540,0,0,0,0,0,0,0,0,0,0,0,2453.460201
118,3,445.6542324,324498.3646,4276,0.472251658,450149.0897,9019.254247,641,1998,3007,3,0.237566865,985,0,0,0,0,0,0,0,0,0,0,0,11334.01899
119,3,445.6542324,324498.3646,4276,0.472251658,450149.0897,9019.254247,645,2002,14133,3,0.727673958,1226,99,204,2.060606061,234,2.363636364,18516.57998,187.0361614,42416.85664,428.4530974,87,0.878787879,264938.3661
120,5,324.6979532,236435.898,3934,0.438154508,419552.1524,8346.466608,642,1998,4819,1,0.405114712,1072,2,4,2,10,5,488.0462839,244.023142,976.0925678,488.0462839,2,1,13756.87576
121,5,324.6979532,236435.898,3934,0.438154508,419552.1524,8346.466608,644,2002,1301,2,1.612326804,1514,0,0,0,0,0,0,0,0,0,0,0,208439.6166
122,5,324.6979532,236435.898,3934,0.438154508,419552.1524,8346.466608,645,2002,14133,3,0.727673958,1226,12,43,3.583333333,96,8,4590.333697,382.527808,19933.83349,1661.15279,8,0.666666667,99340.86959
123,36,398.9010593,290613.7486,2677,0.713862616,291922.5771,5831.591781,411,1993,3590,2,0.195854822,955,0,0,0,0,0,0,0,0,0,0,0,207009.7388
124,26,227.3945669,165709.5092,2439,0.591652695,264354.2914,5273.759828,411,1993,3590,2,0.195854822,955,0,0,0,0,0,0,0,0,0,0,0,197766.5171
125,9,1821.659871,1327504.223,9371,0.435849899,967595.7437,19354.2248,621,1968,547,0,0,0,18,21,1.166666667,0,0,24515.70362,1361.983535,24515.70362,1361.983535,0,0,763721.574
126,9,1821.659871,1327504.223,9371,0.435849899,967595.7437,19354.2248,642,1998,4819,1,0.405114712,1072,0,0,0,0,0,0,0,0,0,0,0,22324.8819
127,19,2374.714221,1732125.795,6448,0.723551783,671318.8753,13433.41167,411,1993,3590,2,0.195854822,955,0,0,0,0,0,0,0,0,0,0,0,406381.9738
128,53,59.0130688,43007.17512,839,0.876220541,115260.4158,2305.974848,522,1951,3101,8,-0.238841131,666,0,0,0,0,0,0,0,0,0,0,0,1252.663454
129,53,59.0130688,43007.17512,839,0.876220541,115260.4158,2305.974848,611,1900,4260,6,0.544473607,1145,0,0,0,0,0,0,0,0,0,0,0,559.1088189
130,53,59.0130688,43007.17512,839,0.876220541,115260.4158,2305.974848,624,1962,1985,9,-0.237948898,667,73,103,1.410958904,7,0.095890411,22719.08077,311.2202845,22719.08077,311.2202845,5,0.068493151,113448.6435
131,54,106.138701,77337.0001,2763,0.356794136,301321.8783,6042.83591,621,1968,547,0,0,0,39,42,1.076923077,0,0,24188.70757,620.2232709,24188.70757,620.2232709,0,0,99852.48874
132,54,106.138701,77337.0001,2763,0.356794136,301321.8783,6042.83591,631,1953,4529,8,-0.038952592,795,58,114,1.965517241,265,4.568965517,15953.94021,275.0679347,31673.06806,546.0873804,43,0.74137931,103202.042
133,54,106.138701,77337.0001,2763,0.356794136,301321.8783,6042.83591,632,1953,3838,9,-0.420960559,557,96,210,2.1875,450,4.6875,14889.38945,155.0978068,37010.5421,385.5264803,83,0.864583333,98267.34877
134,55,263.5633817,192078.0311,2085,0.74513973,233353.8114,4679.142468,414,1993,7331,3,0.40704595,1073,73,326,4.465753425,678,9.287671233,18008.37548,246.6900751,101131.9305,1385.368911,68,0.931506849,99616.79311
135,55,263.5633817,192078.0311,2085,0.74513973,233353.8114,4679.142468,415,1993,7944,4,0.337470405,1033,7,31,4.428571429,106,15.14285714,2437.088795,348.1555421,11875.84179,1696.548827,6,0.857142857,12001.7883
136,55,263.5633817,192078.0311,2085,0.74513973,233353.8114,4679.142468,421,1999,5767,1,0.745755984,1231,27,46,1.703703704,29,1.074074074,4511.107108,167.078041,7666.441406,283.9422743,27,1,24650.10433
137,55,263.5633817,192078.0311,2085,0.74513973,233353.8114,4679.142468,422,1970,5718,4,0.613118037,1169,71,126,1.774647887,78,1.098591549,9851.817011,138.7579861,16985.43071,239.2314185,70,0.985915493,58772.29817
138,55,263.5633817,192078.0311,2085,0.74513973,233353.8114,4679.142468,423,1970,4527,6,0.529762901,1136,24,75,3.125,125,5.208333333,3786.959438,157.7899766,10349.80624,431.2419266,20,0.833333333,38312.82748
139,56,31.63261778,23052.09389,740,0.72732481,98883.28736,2020.270828,423,1970,4527,6,0.529762901,1136,0,0,0,0,0,0,0,0,0,0,0,13006.4461
140,56,31.63261778,23052.09389,740,0.72732481,98883.28736,2020.270828,611,1900,4260,6,0.544473607,1145,31,84,2.709677419,121,3.903225806,11352.49314,366.2094561,30778.72196,992.8619986,18,0.580645161,54865.07922
141,56,31.63261778,23052.09389,740,0.72732481,98883.28736,2020.270828,612,1937,4668,7,-0.237948898,667,12,19,1.583333333,14,1.166666667,1823.394206,151.9495172,2836.980833,236.4150694,12,1,6970.891815
142,57,24.38306547,17768.52993,688,0.686818908,99844.30065,1999.335127,423,1970,4527,6,0.529762901,1136,2,24,12,112,56,2737.171673,1368.585836,34063.89557,17031.94779,1,0.5,8309.805363
