FID,SitePolygo,dunam,Shape_Area,parmiter,Ci,buff_area,buff_perim,STAT_1,AGE,POP15,RATE15,INDX8,RATE8,Count_,Sum_floors,Avg_floors,Sum_appart,Avg_appart,Sum_Shape_,Avg_Shape_,Sum_living,Avg_living,Sum_reside,Avg_reside,part_area
10,15,360.8723816,263037.3183,3999,0.454634315,2734064.272,10969.9163,614,1999,2219,8,-0.350669127,593,0,0,0,0,0,0,0,0,0,0,0,12737.548
11,15,360.8723816,263037.3183,3999,0.454634315,2734064.272,10969.9163,621,1968,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33646.35633
12,15,360.8723816,263037.3183,3999,0.454634315,2734064.272,10969.9163,624,1962,1985,9,-0.237948898,667,140,173,1.235714286,73,0.521428571,24334.99563,173.8213973,25518.91759,182.2779828,24,0.171428571,49948.82894
13,13,1813.337826,1322158.244,9171,0.444457212,4095964.001,18086.96745,411,1993,3590,2,0.195854822,955,0,0,0,0,0,0,0,0,0,0,0,81159.98658
14,13,1813.337826,1322158.244,9171,0.444457212,4095964.001,18086.96745,621,1968,547,0,0,0,8,9,1.125,0,0,7578.168223,947.2710278,7578.168223,947.2710278,0,0,861958.553
15,32,65.9343433,48032.14307,847,0.917249542,1208828.677,4835.958053,113,1957,1831,9,-0.934080774,315,0,0,0,0,0,0,0,0,0,0,0,504.333719
16,32,65.9343433,48032.14307,847,0.917249542,1208828.677,4835.958053,121,1957,3563,9,-0.949645165,308,0,0,0,0,0,0,0,0,0,0,0,19968.76134
17,32,65.9343433,48032.14307,847,0.917249542,1208828.677,4835.958053,131,1957,3078,8,-0.424255093,551,19,22,1.157894737,48,2.526315789,6350.436961,334.2335243,7000.083717,368.4254588,10,0.526315789,13354.69798
18,32,65.9343433,48032.14307,847,0.917249542,1208828.677,4835.958053,132,1957,2808,9,-0.592712392,469,0,0,0,0,0,0,0,0,0,0,0,450.5915968
19,32,65.9343433,48032.14307,847,0.917249542,1208828.677,4835.958053,133,1957,1174,9,-0.592712392,469,11,26,2.363636364,76,6.909090909,2013.457459,183.0415872,5079.576629,461.7796935,11,1,7161.516786
20,32,65.9343433,48032.14307,847,0.917249542,1208828.677,4835.958053,211,1970,3582,7,0.189206973,951,24,40,1.666666667,23,0.958333333,3923.66794,163.4861642,6480.797732,270.0332388,23,0.958333333,16892.26193
21,32,65.9343433,48032.14307,847,0.917249542,1208828.677,4835.958053,511,1956,2104,9,-0.291593449,627,1,2,2,0,0,12.449546,12.449546,12.449546,12.449546,0,0,50136.50454
22,32,65.9343433,48032.14307,847,0.917249542,1208828.677,4835.958053,512,1956,2963,8,-0.384313925,576,3,3,1,2,0.666666667,521.7885756,173.9295252,521.7885756,173.9295252,2,0.666666667,28109.55224
23,29,438.9099374,319814.9638,5004,0.400624054,2628966.6,11367.38519,411,1993,3590,2,0.195854822,955,0,0,0,0,0,0,0,0,0,0,0,15671.3521
24,29,438.9099374,319814.9638,5004,0.400624054,2628966.6,11367.38519,421,1999,5767,1,0.745755984,1231,542,859,1.584870849,571,1.053505535,96464.11218,177.9780667,147738.2857,272.5798629,536,0.988929889,418602.0758
25,29,438.9099374,319814.9638,5004,0.400624054,2628966.6,11367.38519,422,1970,5718,4,0.613118037,1169,27,113,4.185185185,351,13,35320.71461,1308.174615,76683.6786,2840.136244,19,0.703703704,82829.87032
26,29,438.9099374,319814.9638,5004,0.400624054,2628966.6,11367.38519,222,1970,3091,8,-0.620032097,457,5,20,4,40,8,714.2034874,142.8406975,2856.813949,571.3627899,5,1,6638.76534
27,7,262.5163155,191247.5025,1946,0.796636099,1737576.452,6979.65601,621,1968,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7229.372761
28,7,262.5163155,191247.5025,1946,0.796636099,1737576.452,6979.65601,643,1998,5310,1,0.893158116,1299,0,0,0,0,0,0,0,0,0,0,0,101953.8762
29,6,2619.679317,1908119.389,8851,0.553242281,4333736.758,18450.50827,621,1968,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56564.83862
30,6,2619.679317,1908119.389,8851,0.553242281,4333736.758,18450.50827,642,1998,4819,1,0.405114712,1072,135,202,1.496296296,194,1.437037037,30389.35035,225.1062989,47109.2146,348.9571452,130,0.962962963,371962.8662
31,6,2619.679317,1908119.389,8851,0.553242281,4333736.758,18450.50827,643,1998,5310,1,0.893158116,1299,697,1055,1.513629842,799,1.146341463,114516.1517,164.2986394,172492.5769,247.4785895,690,0.989956958,622491.6669
32,6,2619.679317,1908119.389,8851,0.553242281,4333736.758,18450.50827,644,2002,1301,2,1.612326804,1514,156,258,1.653846154,155,0.993589744,29415.57511,188.5613789,47339.55956,303.4587151,149,0.955128205,290600.1268
33,50,1196.310144,870720.0839,4193,0.788895267,2862455.105,11472.78757,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540573.1724
34,50,1196.310144,870720.0839,4193,0.788895267,2862455.105,11472.78757,645,2002,14133,3,0.727673958,1226,0,0,0,0,0,0,0,0,0,0,0,103569.7059
35,51,6121.127387,4454563.629,14033,0.533159301,6326691.468,27435.08957,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012230.936
36,18,19319.88932,14089433.46,20744,0.641444659,10691527.33,42997.1404,411,1993,3590,2,0.195854822,955,2,6,3,0,0,2716.282974,1358.141487,2716.282974,1358.141487,0,0,2194929.892
37,18,19319.88932,14089433.46,20744,0.641444659,10691527.33,42997.1404,613,1953,4846,2,0.516157712,1132,0,0,0,0,0,0,0,0,0,0,0,5245.29464
38,18,19319.88932,14089433.46,20744,0.641444659,10691527.33,42997.1404,614,1999,2219,8,-0.350669127,593,0,0,0,0,0,0,0,0,0,0,0,182402.9028
39,18,19319.88932,14089433.46,20744,0.641444659,10691527.33,42997.1404,621,1968,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85841.80125
40,17,720.0946571,525038.0554,3757,0.683689844,2632101.059,10578.96229,411,1993,3590,2,0.195854822,955,0,0,0,0,0,0,0,0,0,0,0,852176.077
41,17,720.0946571,525038.0554,3757,0.683689844,2632101.059,10578.96229,614,1999,2219,8,-0.350669127,593,0,0,0,0,0,0,0,0,0,0,0,9950.840941
42,20,981.655774,715648.028,3888,0.771309029,2695748.163,10813.15549,411,1993,3590,2,0.195854822,955,0,0,0,0,0,0,0,0,0,0,0,495304.7136
43,21,918.2403584,669399.0947,12370,0.234464876,6769332.256,27077.93874,411,1993,3590,2,0.195854822,955,107,140,1.308411215,130,1.214953271,15810.44067,147.7611277,24394.32655,227.9843603,80,0.747663551,240750.4926
44,21,918.2403584,669399.0947,12370,0.234464876,6769332.256,27077.93874,413,1993,6945,6,-0.013754514,811,4,30,7.5,113,28.25,1364.369836,341.0924589,12749.51288,3187.378219,4,1,5741.953355
45,21,918.2403584,669399.0947,12370,0.234464876,6769332.256,27077.93874,415,1993,7944,4,0.337470405,1033,0,0,0,0,0,0,0,0,0,0,0,1657.496723
46,21,918.2403584,669399.0947,12370,0.234464876,6769332.256,27077.93874,613,1953,4846,2,0.516157712,1132,0,0,0,0,0,0,0,0,0,0,0,103101.5148
47,21,918.2403584,669399.0947,12370,0.234464876,6769332.256,27077.93874,614,1999,2219,8,-0.350669127,593,0,0,0,0,0,0,0,0,0,0,0,10582.84504
48,22,1594.65504,1162537.336,5920,0.645634427,3669763.295,14774.75329,411,1993,3590,2,0.195854822,955,43,44,1.023255814,43,1,8235.1604,191.5153581,8408.637164,195.5497015,43,1,589278.9025
49,24,1069.494517,779472.4502,5004,0.625443403,3148782.218,12817.75211,411,1993,3590,2,0.195854822,955,0,0,0,0,0,0,0,0,0,0,0,80353.82783
50,23,2074.080347,1511767.323,8654,0.503651948,4383658.901,18432.34416,411,1993,3590,2,0.195854822,955,6,10,1.666666667,25,4.166666667,1352.951343,225.4918906,4849.691532,808.2819219,3,0.5,450035.9094
51,23,2074.080347,1511767.323,8654,0.503651948,4383658.901,18432.34416,414,1993,7331,3,0.40704595,1073,0,0,0,0,0,0,0,0,0,0,0,656.424305
52,23,2074.080347,1511767.323,8654,0.503651948,4383658.901,18432.34416,415,1993,7944,4,0.337470405,1033,218,449,2.059633028,696,3.19266055,45841.97705,210.2842984,111480.9864,511.3806715,203,0.931192661,349368.9102
53,23,2074.080347,1511767.323,8654,0.503651948,4383658.901,18432.34416,421,1999,5767,1,0.745755984,1231,2,4,2,4,2,493.1321237,246.5660619,986.2642474,493.1321237,2,1,30338.87189
54,47,2256.925452,1642994.637,9482,0.47920689,4505608.088,19510.08696,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59418.26517
55,27,1082.971687,789147.0621,5258,0.598912424,3186508.896,12918.28009,411,1993,3590,2,0.195854822,955,0,0,0,0,0,0,0,0,0,0,0,290535.8194
56,28,2163.767761,1576533.235,7559,0.588833015,4223266.11,17218.88339,411,1993,3590,2,0.195854822,955,0,0,0,0,0,0,0,0,0,0,0,205349.6144
57,28,2163.767761,1576533.235,7559,0.588833015,4223266.11,17218.88339,421,1999,5767,1,0.745755984,1231,1,1,1,1,1,292.081536,292.081536,292.081536,292.081536,1,1,45067.88664
58,34,663.5243834,483403.7271,3988,0.618023202,2525788.431,10412.48276,234,1998,3015,2,0.396156874,1066,0,0,0,0,0,0,0,0,0,0,0,20344.45277
59,41,1708.669791,1244426.576,7090,0.557754824,3674569.71,15564.02622,311,1970,3646,3,-0.241284487,665,0,0,0,0,0,0,0,0,0,0,0,5203.15299
60,41,1708.669791,1244426.576,7090,0.557754824,3674569.71,15564.02622,312,1998,5006,5,0.084680755,890,111,214,1.927927928,334,3.009009009,14336.60105,129.158568,39448.96568,355.3960872,108,0.972972973,64708.81064
61,41,1708.669791,1244426.576,7090,0.557754824,3674569.71,15564.02622,313,1998,3147,4,0.214925111,971,29,109,3.75862069,198,6.827586207,5996.899421,206.7896352,23492.67748,810.0923268,29,1,24845.18843
62,41,1708.669791,1244426.576,7090,0.557754824,3674569.71,15564.02622,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43407.49195
63,42,2103.50238,1531884.065,8523,0.514784418,4817478.935,19549.69533,311,1970,3646,3,-0.241284487,665,267,452,1.692883895,368,1.378277154,30521.82079,114.3139355,53028.08587,198.6070632,259,0.970037453,223790.8234
64,42,2103.50238,1531884.065,8523,0.514784418,4817478.935,19549.69533,312,1998,5006,5,0.084680755,890,91,163,1.791208791,239,2.626373626,13004.3627,142.9050846,28848.45334,317.0159708,80,0.879120879,59057.50074
65,42,2103.50238,1531884.065,8523,0.514784418,4817478.935,19549.69533,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219717.926
66,42,2103.50238,1531884.065,8523,0.514784418,4817478.935,19549.69533,112,1957,2266,9,-0.635295992,449,15,31,2.066666667,60,4,34686.32526,2312.421684,37736.27372,2515.751581,10,0.666666667,46367.41412
67,42,2103.50238,1531884.065,8523,0.514784418,4817478.935,19549.69533,213,1970,3263,7,0.015038654,837,54,92,1.703703704,53,0.981481481,10472.0291,193.9264649,13472.15273,249.4843098,48,0.888888889,69666.52382
68,42,2103.50238,1531884.065,8523,0.514784418,4817478.935,19549.69533,645,2002,14133,3,0.727673958,1226,0,0,0,0,0,0,0,0,0,0,0,180.7314349
69,49,1616.925736,1177318.118,5368,0.716538184,3320360.229,13342.68738,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281027.1955
70,48,1321.004008,961710.0896,4233,0.821256367,2866770.943,11488.37856,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2774.032722
71,52,1063.351767,773850.9732,6495,0.480125136,3361813.643,14179.89012,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1089537.035
72,44,2119.730612,1543494.604,6494,0.678180355,3598259.815,14868.62897,311,1970,3646,3,-0.241284487,665,0,0,0,0,0,0,0,0,0,0,0,7003.645199
73,44,2119.730612,1543494.604,6494,0.678180355,3598259.815,14868.62897,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242638.5636
74,45,2852.728358,2077143.487,8556,0.597127957,4413094.561,18356.1363,311,1970,3646,3,-0.241284487,665,0,0,0,0,0,0,0,0,0,0,0,40713.56036
75,45,2852.728358,2077143.487,8556,0.597127957,4413094.561,18356.1363,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839979.9584
76,45,2852.728358,2077143.487,8556,0.597127957,4413094.561,18356.1363,112,1957,2266,9,-0.635295992,449,0,0,0,0,0,0,0,0,0,0,0,72692.41413
77,46,2629.508716,1914274.352,7915,0.619663767,4430275.211,18130.19568,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284770.6445
78,46,2629.508716,1914274.352,7915,0.619663767,4430275.211,18130.19568,645,2002,14133,3,0.727673958,1226,0,0,0,0,0,0,0,0,0,0,0,245268.2545
79,40,1329.7427,968518.8169,5475,0.63719864,3255348.34,13440.11933,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77968.6594
80,40,1329.7427,968518.8169,5475,0.63719864,3255348.34,13440.11933,411,1993,3590,2,0.195854822,955,0,0,0,0,0,0,0,0,0,0,0,74787.74446
81,43,1560.223574,1136174.046,6626,0.570263969,3858119.92,15666.17562,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310633.4692
82,37,1203.12688,876426.8626,5224,0.635271839,3114549.212,12848.95472,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76907.61554
83,37,1203.12688,876426.8626,5224,0.635271839,3114549.212,12848.95472,411,1993,3590,2,0.195854822,955,0,0,0,0,0,0,0,0,0,0,0,89628.63206
84,33,136.8061418,99646.28395,2588,0.432385592,1847992.755,7721.738757,112,1957,2266,9,-0.635295992,449,19,53,2.789473684,190,10,4283.801501,225.4632369,13724.93123,722.3648015,18,0.947368421,18062.27356
85,33,136.8061418,99646.28395,2588,0.432385592,1847992.755,7721.738757,113,1957,1831,9,-0.934080774,315,73,102,1.397260274,196,2.684931507,11143.67313,152.6530566,18939.81209,259.4494806,68,0.931506849,52006.86168
86,33,136.8061418,99646.28395,2588,0.432385592,1847992.755,7721.738757,121,1957,3563,9,-0.949645165,308,240,408,1.7,1169,4.870833333,50859.65004,211.9152085,92148.27887,383.951162,200,0.833333333,171640.0326
87,33,136.8061418,99646.28395,2588,0.432385592,1847992.755,7721.738757,131,1957,3078,8,-0.424255093,551,82,131,1.597560976,569,6.93902439,25436.21391,310.1977307,44882.26269,547.3446669,60,0.731707317,78772.74592
88,33,136.8061418,99646.28395,2588,0.432385592,1847992.755,7721.738757,133,1957,1174,9,-0.592712392,469,0,0,0,0,0,0,0,0,0,0,0,1239.82231
89,33,136.8061418,99646.28395,2588,0.432385592,1847992.755,7721.738757,211,1970,3582,7,0.189206973,951,1,2,2,1,1,172.5824055,172.5824055,345.164811,345.164811,1,1,1205.006885
90,33,136.8061418,99646.28395,2588,0.432385592,1847992.755,7721.738757,212,1970,4524,8,-0.489778723,521,141,401,2.843971631,653,4.631205674,20195.645,143.2315249,63116.20165,447.6326358,126,0.893617021,136389.63
91,33,136.8061418,99646.28395,2588,0.432385592,1847992.755,7721.738757,213,1970,3263,7,0.015038654,837,30,69,2.3,110,3.666666667,15969.256,532.3085332,25479.5616,849.31872,11,0.366666667,98383.22103
92,31,211.8439053,154341.6444,3327,0.418594669,2171287.272,9064.966854,131,1957,3078,8,-0.424255093,551,31,49,1.580645161,60,1.935483871,9468.493755,305.4352824,21688.63411,699.6333585,26,0.838709677,32192.73844
93,31,211.8439053,154341.6444,3327,0.418594669,2171287.272,9064.966854,133,1957,1174,9,-0.592712392,469,0,0,0,0,0,0,0,0,0,0,0,28685.23906
94,31,211.8439053,154341.6444,3327,0.418594669,2171287.272,9064.966854,211,1970,3582,7,0.189206973,951,79,183,2.316455696,251,3.17721519,12904.69523,163.3505725,32032.77581,405.4781748,77,0.974683544,57035.56778
95,31,211.8439053,154341.6444,3327,0.418594669,2171287.272,9064.966854,216,1970,3488,9,-0.20929502,690,19,72,3.789473684,154,8.105263158,3593.455191,189.1292206,12428.23931,654.1178584,14,0.736842105,17658.12542
96,31,211.8439053,154341.6444,3327,0.418594669,2171287.272,9064.966854,434,1960,4018,8,-0.430181584,547,47,89,1.893617021,1252,26.63829787,20944.55782,445.6288898,32932.23768,700.6859081,40,0.85106383,96064.30768
97,31,211.8439053,154341.6444,3327,0.418594669,2171287.272,9064.966854,511,1956,2104,9,-0.291593449,627,48,132,2.75,247,5.145833333,18001.63148,375.0339892,33196.4268,691.5922251,22,0.458333333,166091.2649
98,31,211.8439053,154341.6444,3327,0.418594669,2171287.272,9064.966854,512,1956,2963,8,-0.384313925,576,163,333,2.042944785,826,5.067484663,43231.46887,265.2237354,108166.1448,663.5959803,134,0.82208589,198264.8826
99,31,211.8439053,154341.6444,3327,0.418594669,2171287.272,9064.966854,513,1956,3164,7,0.556490392,1149,186,559,3.005376344,2009,10.80107527,57775.56943,310.621341,217149.8671,1167.472404,158,0.849462366,281950.6381
100,31,211.8439053,154341.6444,3327,0.418594669,2171287.272,9064.966854,521,1951,2241,8,-0.3742093,579,6,15,2.5,0,0,6062.913169,1010.485528,6062.913169,1010.485528,0,0,8500.005873
101,31,211.8439053,154341.6444,3327,0.418594669,2171287.272,9064.966854,523,1951,3027,7,-0.230236312,676,100,225,2.25,407,4.07,25023.22876,250.2322876,51523.20695,515.2320695,82,0.82,108750.0495
102,31,211.8439053,154341.6444,3327,0.418594669,2171287.272,9064.966854,634,1969,222,3,0,0,3,48,16,140,46.66666667,2951.537479,983.8458262,46582.31621,15527.43874,3,1,3647.651206
103,38,169.1482948,123218.3633,4733,0.262909419,2803360.01,11329.82583,223,1970,2535,6,0.345994213,1039,5,20,4,72,14.4,1674.837931,334.9675862,6699.351725,1339.870345,5,1,7615.481491
104,38,169.1482948,123218.3633,4733,0.262909419,2803360.01,11329.82583,224,1970,2148,5,-0.469161445,526,61,124,2.032786885,117,1.918032787,5431.166912,89.03552314,12589.6881,206.3883294,57,0.93442623,28121.18509
105,38,169.1482948,123218.3633,4733,0.262909419,2803360.01,11329.82583,225,1970,3579,6,-0.548627515,497,81,365,4.50617284,1108,13.67901235,22940.39582,283.2147632,105717.0634,1305.148931,74,0.913580247,162210.4805
106,38,169.1482948,123218.3633,4733,0.262909419,2803360.01,11329.82583,226,1970,1409,7,-0.548627515,497,39,49,1.256410256,35,0.897435897,8830.509631,226.4233239,10379.40717,266.1386454,35,0.897435897,58397.38603
107,38,169.1482948,123218.3633,4733,0.262909419,2803360.01,11329.82583,234,1998,3015,2,0.396156874,1066,0,0,0,0,0,0,0,0,0,0,0,33819.22537
108,38,169.1482948,123218.3633,4733,0.262909419,2803360.01,11329.82583,311,1970,3646,3,-0.241284487,665,2,6,3,15,7.5,427.364836,213.682418,1282.094508,641.047254,2,1,6936.080115
109,38,169.1482948,123218.3633,4733,0.262909419,2803360.01,11329.82583,312,1998,5006,5,0.084680755,890,81,139,1.716049383,170,2.098765432,10244.96089,126.4809987,21572.01003,266.3211115,80,0.987654321,51646.54784
110,38,169.1482948,123218.3633,4733,0.262909419,2803360.01,11329.82583,313,1998,3147,4,0.214925111,971,0,0,0,0,0,0,0,0,0,0,0,248.5115285
111,38,169.1482948,123218.3633,4733,0.262909419,2803360.01,11329.82583,211,1970,3582,7,0.189206973,951,7,14,2,7,1,639.0985514,91.29979306,1278.197103,182.5995861,7,1,4052.998008
112,38,169.1482948,123218.3633,4733,0.262909419,2803360.01,11329.82583,212,1970,4524,8,-0.489778723,521,65,215,3.307692308,405,6.230769231,11851.28936,182.3275287,38209.79927,587.8430657,56,0.861538462,68616.54846
113,38,169.1482948,123218.3633,4733,0.262909419,2803360.01,11329.82583,213,1970,3263,7,0.015038654,837,70,218,3.114285714,407,5.814285714,15821.73549,226.0247928,52478.7029,749.6957557,68,0.971428571,121202.1488
114,38,169.1482948,123218.3633,4733,0.262909419,2803360.01,11329.82583,214,1970,5119,5,0.00195888,824,226,741,3.278761062,1491,6.597345133,38070.23124,168.4523506,170822.0081,755.8495934,210,0.92920354,241600.4263
115,38,169.1482948,123218.3633,4733,0.262909419,2803360.01,11329.82583,215,1970,1818,8,-0.20929502,690,246,484,1.967479675,665,2.703252033,41532.06811,168.8295452,80130.86906,325.7352401,227,0.922764228,224364.5923
116,38,169.1482948,123218.3633,4733,0.262909419,2803360.01,11329.82583,216,1970,3488,9,-0.20929502,690,102,312,3.058823529,631,6.18627451,20149.02977,197.5395076,56420.19435,553.1391603,90,0.882352941,123530.0173
117,38,169.1482948,123218.3633,4733,0.262909419,2803360.01,11329.82583,221,1970,2948,8,-0.252198308,657,62,247,3.983870968,472,7.612903226,12766.69629,205.9144564,43677.08817,704.4691641,52,0.838709677,92553.87082
118,38,169.1482948,123218.3633,4733,0.262909419,2803360.01,11329.82583,222,1970,3091,8,-0.620032097,457,49,161,3.285714286,328,6.693877551,8293.083423,169.2466005,27982.73432,571.0762107,32,0.653061224,68518.88391
119,30,60.12196245,43804.96797,1130,0.65658079,1273788.677,5227.115624,422,1970,5718,4,0.613118037,1169,2,7,3.5,0,0,28708.07909,14354.03955,28708.07909,14354.03955,0,0,75666.62759
120,30,60.12196245,43804.96797,1130,0.65658079,1273788.677,5227.115624,423,1970,4527,6,0.529762901,1136,17,81,4.764705882,283,16.64705882,4644.686591,273.2168583,23161.04834,1362.414608,15,0.882352941,42815.38199
121,30,60.12196245,43804.96797,1130,0.65658079,1273788.677,5227.115624,431,1960,3424,8,0.653496134,1189,343,580,1.690962099,609,1.775510204,34632.31965,100.9688619,68005.72274,198.2674132,330,0.962099125,118425.4357
122,30,60.12196245,43804.96797,1130,0.65658079,1273788.677,5227.115624,432,1960,3569,8,-0.433758308,542,254,829,3.263779528,1563,6.153543307,43480.89216,171.1846148,151833.8868,597.7712079,237,0.933070866,252814.2793
123,30,60.12196245,43804.96797,1130,0.65658079,1273788.677,5227.115624,216,1970,3488,9,-0.20929502,690,10,38,3.8,88,8.8,1680.709393,168.0709393,7399.855121,739.9855121,8,0.8,6937.92165
124,30,60.12196245,43804.96797,1130,0.65658079,1273788.677,5227.115624,221,1970,2948,8,-0.252198308,657,34,111,3.264705882,248,7.294117647,5444.556917,160.134027,18346.68426,539.6083605,24,0.705882353,30454.86785
125,30,60.12196245,43804.96797,1130,0.65658079,1273788.677,5227.115624,222,1970,3091,8,-0.620032097,457,11,57,5.181818182,168,15.27272727,3428.46912,311.6790109,15690.42143,1426.401949,9,0.818181818,27029.52088
126,30,60.12196245,43804.96797,1130,0.65658079,1273788.677,5227.115624,433,1960,1650,9,-0.430181584,547,59,234,3.966101695,599,10.15254237,10880.65407,184.4178656,43654.50849,739.9069235,56,0.949152542,75897.85938
127,30,60.12196245,43804.96797,1130,0.65658079,1273788.677,5227.115624,434,1960,4018,8,-0.430181584,547,14,29,2.071428571,52,3.714285714,3333.091861,238.0779901,5963.642218,425.9744441,7,0.5,13042.09448
128,30,60.12196245,43804.96797,1130,0.65658079,1273788.677,5227.115624,511,1956,2104,9,-0.291593449,627,24,110,4.583333333,252,10.5,4175.287926,173.9703302,19866.6743,827.778096,22,0.916666667,27157.88628
129,16,1040.018658,758176.4436,8570,0.360171424,4489241.137,18588.06532,411,1993,3590,2,0.195854822,955,0,0,0,0,0,0,0,0,0,0,0,314247.2395
130,16,1040.018658,758176.4436,8570,0.360171424,4489241.137,18588.06532,613,1953,4846,2,0.516157712,1132,91,121,1.32967033,93,1.021978022,12692.13914,139.4740565,17255.7153,189.623245,90,0.989010989,125484.0309
131,16,1040.018658,758176.4436,8570,0.360171424,4489241.137,18588.06532,614,1999,2219,8,-0.350669127,593,0,0,0,0,0,0,0,0,0,0,0,121843.4726
132,16,1040.018658,758176.4436,8570,0.360171424,4489241.137,18588.06532,621,1968,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60880.48003
133,14,1877.429882,1368811.433,11196,0.37043657,5814435.249,23313.03073,411,1993,3590,2,0.195854822,955,31,31,1,0,0,19672.12147,634.5845636,19672.12147,634.5845636,0,0,596077.1004
134,14,1877.429882,1368811.433,11196,0.37043657,5814435.249,23313.03073,613,1953,4846,2,0.516157712,1132,5,7,1.4,2,0.4,1106.909508,221.3819015,1205.00339,241.0006779,2,0.4,152778.6052
135,14,1877.429882,1368811.433,11196,0.37043657,5814435.249,23313.03073,614,1999,2219,8,-0.350669127,593,0,0,0,0,0,0,0,0,0,0,0,64886.35325
136,14,1877.429882,1368811.433,11196,0.37043657,5814435.249,23313.03073,621,1968,547,0,0,0,95,116,1.221052632,0,0,124474.3802,1310.256634,124474.3802,1310.256634,0,0,846303.5854
137,14,1877.429882,1368811.433,11196,0.37043657,5814435.249,23313.03073,624,1962,1985,9,-0.237948898,667,0,0,0,0,0,0,0,0,0,0,0,3970.897108
138,10,1236.853464,901318.5701,4897,0.687248796,3067498.492,12433.90481,621,1968,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519281.9275
139,8,345.1253328,251417.6042,2482,0.716145054,1974080.645,7967.662524,621,1968,547,0,0,0,6,6,1,0,0,3343.352899,557.2254832,3343.352899,557.2254832,0,0,108061.3092
140,8,345.1253328,251417.6042,2482,0.716145054,1974080.645,7967.662524,633,1953,2340,9,-0.185602092,705,5,19,3.8,128,25.6,1417.110819,283.4221638,5102.293178,1020.458636,5,1,6548.716086
141,8,345.1253328,251417.6042,2482,0.716145054,1974080.645,7967.662524,642,1998,4819,1,0.405114712,1072,2,6,3,0,0,3678.890462,1839.445231,3678.890462,1839.445231,0,0,66237.92579
