sindex,SiteNum,Spname,LocalRisk,statusredBook,TEX
97,45,קאק,LC,לא בסיכון,poultry
97,47,קאק,LC,לא בסיכון,poultry
97,48,קאק,LC,לא בסיכון,poultry
97,49,קאק,LC,לא בסיכון,poultry
97,51,קאק,LC,לא בסיכון,poultry
97,52,קאק,LC,לא בסיכון,poultry
97,53,קאק,LC,לא בסיכון,poultry
98,42,קוצן זהוב,LC,לא בסיכון,mammals
99,1,קוצן מצוי,LC,לא בסיכון,mammals
99,18,קוצן מצוי,LC,לא בסיכון,mammals
99,21,קוצן מצוי,LC,לא בסיכון,mammals
99,22,קוצן מצוי,LC,לא בסיכון,mammals
99,32,קוצן מצוי,LC,לא בסיכון,mammals
99,47,קוצן מצוי,LC,לא בסיכון,mammals
99,49,קוצן מצוי,LC,לא בסיכון,mammals
99,52,קוצן מצוי,LC,לא בסיכון,mammals
100,1,קוקיה מצויצת,LC,לא בסיכון,poultry
100,2,קוקיה מצויצת,LC,לא בסיכון,poultry
100,3,קוקיה מצויצת,LC,לא בסיכון,poultry
100,4,קוקיה מצויצת,LC,לא בסיכון,poultry
100,5,קוקיה מצויצת,LC,לא בסיכון,poultry
100,6,קוקיה מצויצת,LC,לא בסיכון,poultry
100,7,קוקיה מצויצת,LC,לא בסיכון,poultry
100,8,קוקיה מצויצת,LC,לא בסיכון,poultry
100,10,קוקיה מצויצת,LC,לא בסיכון,poultry
100,14,קוקיה מצויצת,LC,לא בסיכון,poultry
100,15,קוקיה מצויצת,LC,לא בסיכון,poultry
100,16,קוקיה מצויצת,LC,לא בסיכון,poultry
100,22,קוקיה מצויצת,LC,לא בסיכון,poultry
100,24,קוקיה מצויצת,LC,לא בסיכון,poultry
100,27,קוקיה מצויצת,LC,לא בסיכון,poultry
100,28,קוקיה מצויצת,LC,לא בסיכון,poultry
100,29,קוקיה מצויצת,LC,לא בסיכון,poultry
100,31,קוקיה מצויצת,LC,לא בסיכון,poultry
100,33,קוקיה מצויצת,LC,לא בסיכון,poultry
100,35,קוקיה מצויצת,LC,לא בסיכון,poultry
100,36,קוקיה מצויצת,LC,לא בסיכון,poultry
100,37,קוקיה מצויצת,LC,לא בסיכון,poultry
100,39,קוקיה מצויצת,LC,לא בסיכון,poultry
100,40,קוקיה מצויצת,LC,לא בסיכון,poultry
100,41,קוקיה מצויצת,LC,לא בסיכון,poultry
100,42,קוקיה מצויצת,LC,לא בסיכון,poultry
100,43,קוקיה מצויצת,LC,לא בסיכון,poultry
100,47,קוקיה מצויצת,LC,לא בסיכון,poultry
100,48,קוקיה מצויצת,LC,לא בסיכון,poultry
100,49,קוקיה מצויצת,LC,לא בסיכון,poultry
100,53,קוקיה מצויצת,LC,לא בסיכון,poultry
101,18,קורא,LC,לא בסיכון,poultry
101,19,קורא,LC,לא בסיכון,poultry
102,1,קיוית מצויצת,LC,לא בסיכון,poultry
102,24,קיוית מצויצת,LC,לא בסיכון,poultry
102,37,קיוית מצויצת,LC,לא בסיכון,poultry
102,51,קיוית מצויצת,LC,לא בסיכון,poultry
103,18,קיפוד מדבר,LC,לא בסיכון,mammals
103,19,קיפוד מדבר,LC,לא בסיכון,mammals
104,1,קיפוד מצוי,LC,לא בסיכון,mammals
104,6,קיפוד מצוי,LC,לא בסיכון,mammals
104,14,קיפוד מצוי,LC,לא בסיכון,mammals
104,16,קיפוד מצוי,LC,לא בסיכון,mammals
104,17,קיפוד מצוי,LC,לא בסיכון,mammals
104,28,קיפוד מצוי,LC,לא בסיכון,mammals
104,29,קיפוד מצוי,LC,לא בסיכון,mammals
104,30,קיפוד מצוי,LC,לא בסיכון,mammals
104,32,קיפוד מצוי,LC,לא בסיכון,mammals
104,33,קיפוד מצוי,LC,לא בסיכון,mammals
104,38,קיפוד מצוי,LC,לא בסיכון,mammals
104,39,קיפוד מצוי,LC,לא בסיכון,mammals
104,40,קיפוד מצוי,LC,לא בסיכון,mammals
104,42,קיפוד מצוי,LC,לא בסיכון,mammals
104,47,קיפוד מצוי,LC,לא בסיכון,mammals
104,54,קיפוד מצוי,LC,לא בסיכון,mammals
104,56,קיפוד מצוי,LC,לא בסיכון,mammals
105,1,קנית קטנה,LC,לא בסיכון,poultry
105,9,קנית קטנה,LC,לא בסיכון,poultry
105,10,קנית קטנה,LC,לא בסיכון,poultry
105,11,קנית קטנה,LC,לא בסיכון,poultry
105,14,קנית קטנה,LC,לא בסיכון,poultry
105,16,קנית קטנה,LC,לא בסיכון,poultry
105,21,קנית קטנה,LC,לא בסיכון,poultry
105,24,קנית קטנה,LC,לא בסיכון,poultry
105,28,קנית קטנה,LC,לא בסיכון,poultry
105,35,קנית קטנה,LC,לא בסיכון,poultry
105,36,קנית קטנה,LC,לא בסיכון,poultry
105,37,קנית קטנה,LC,לא בסיכון,poultry
105,39,קנית קטנה,LC,לא בסיכון,poultry
105,40,קנית קטנה,LC,לא בסיכון,poultry
105,41,קנית קטנה,LC,לא בסיכון,poultry
105,43,קנית קטנה,LC,לא בסיכון,poultry
105,47,קנית קטנה,LC,לא בסיכון,poultry
105,49,קנית קטנה,LC,לא בסיכון,poultry
106,9,קרקיר,LC,לא בסיכון,poultry
106,11,קרקיר,LC,לא בסיכון,poultry
107,9,רלית,LC,לא בסיכון,poultry
107,21,רלית,LC,לא בסיכון,poultry
107,37,רלית,LC,לא בסיכון,poultry
107,40,רלית,LC,לא בסיכון,poultry
107,47,רלית,LC,לא בסיכון,poultry
108,1,שועל מצוי,LC,לא בסיכון,mammals
108,2,שועל מצוי,LC,לא בסיכון,mammals
108,6,שועל מצוי,LC,לא בסיכון,mammals
108,9,שועל מצוי,LC,לא בסיכון,mammals
108,10,שועל מצוי,LC,לא בסיכון,mammals
108,11,שועל מצוי,LC,לא בסיכון,mammals
108,14,שועל מצוי,LC,לא בסיכון,mammals
108,15,שועל מצוי,LC,לא בסיכון,mammals
108,16,שועל מצוי,LC,לא בסיכון,mammals
108,17,שועל מצוי,LC,לא בסיכון,mammals
108,18,שועל מצוי,LC,לא בסיכון,mammals
108,19,שועל מצוי,LC,לא בסיכון,mammals
108,20,שועל מצוי,LC,לא בסיכון,mammals
108,21,שועל מצוי,LC,לא בסיכון,mammals
108,22,שועל מצוי,LC,לא בסיכון,mammals
108,23,שועל מצוי,LC,לא בסיכון,mammals
108,27,שועל מצוי,LC,לא בסיכון,mammals
108,28,שועל מצוי,LC,לא בסיכון,mammals
108,37,שועל מצוי,LC,לא בסיכון,mammals
108,40,שועל מצוי,LC,לא בסיכון,mammals
108,41,שועל מצוי,LC,לא בסיכון,mammals
108,42,שועל מצוי,LC,לא בסיכון,mammals
108,43,שועל מצוי,LC,לא בסיכון,mammals
108,44,שועל מצוי,LC,לא בסיכון,mammals
108,45,שועל מצוי,LC,לא בסיכון,mammals
108,46,שועל מצוי,LC,לא בסיכון,mammals
108,47,שועל מצוי,LC,לא בסיכון,mammals
108,48,שועל מצוי,LC,לא בסיכון,mammals
108,49,שועל מצוי,LC,לא בסיכון,mammals
108,51,שועל מצוי,LC,לא בסיכון,mammals
108,52,שועל מצוי,LC,לא בסיכון,mammals
109,40,שחור-ראש,LC,לא בסיכון,reptiles
109,47,שחור-ראש,LC,לא בסיכון,reptiles
110,1,שחרור,LC,לא בסיכון,poultry
110,2,שחרור,LC,לא בסיכון,poultry
110,3,שחרור,LC,לא בסיכון,poultry
110,4,שחרור,LC,לא בסיכון,poultry
110,5,שחרור,LC,לא בסיכון,poultry
110,6,שחרור,LC,לא בסיכון,poultry
110,7,שחרור,LC,לא בסיכון,poultry
110,8,שחרור,LC,לא בסיכון,poultry
110,10,שחרור,LC,לא בסיכון,poultry
110,11,שחרור,LC,לא בסיכון,poultry
110,14,שחרור,LC,לא בסיכון,poultry
110,16,שחרור,LC,לא בסיכון,poultry
110,21,שחרור,LC,לא בסיכון,poultry
110,24,שחרור,LC,לא בסיכון,poultry
110,27,שחרור,LC,לא בסיכון,poultry
110,28,שחרור,LC,לא בסיכון,poultry
110,29,שחרור,LC,לא בסיכון,poultry
110,30,שחרור,LC,לא בסיכון,poultry
110,31,שחרור,LC,לא בסיכון,poultry
110,32,שחרור,LC,לא בסיכון,poultry
110,33,שחרור,LC,לא בסיכון,poultry
110,35,שחרור,LC,לא בסיכון,poultry
110,36,שחרור,LC,לא בסיכון,poultry
110,37,שחרור,LC,לא בסיכון,poultry
110,38,שחרור,LC,לא בסיכון,poultry
110,39,שחרור,LC,לא בסיכון,poultry
110,40,שחרור,LC,לא בסיכון,poultry
110,41,שחרור,LC,לא בסיכון,poultry
110,42,שחרור,LC,לא בסיכון,poultry
110,43,שחרור,LC,לא בסיכון,poultry
110,47,שחרור,LC,לא בסיכון,poultry
110,48,שחרור,LC,לא בסיכון,poultry
110,49,שחרור,LC,לא בסיכון,poultry
110,50,שחרור,LC,לא בסיכון,poultry
110,54,שחרור,LC,לא בסיכון,poultry
110,55,שחרור,LC,לא בסיכון,poultry
110,56,שחרור,LC,לא בסיכון,poultry
111,1,שיחנית קטנה,LC,לא בסיכון,poultry
111,2,שיחנית קטנה,LC,לא בסיכון,poultry
111,3,שיחנית קטנה,LC,לא בסיכון,poultry
111,4,שיחנית קטנה,LC,לא בסיכון,poultry
111,5,שיחנית קטנה,LC,לא בסיכון,poultry
111,6,שיחנית קטנה,LC,לא בסיכון,poultry
111,7,שיחנית קטנה,LC,לא בסיכון,poultry
111,8,שיחנית קטנה,LC,לא בסיכון,poultry
111,9,שיחנית קטנה,LC,לא בסיכון,poultry
111,10,שיחנית קטנה,LC,לא בסיכון,poultry
111,11,שיחנית קטנה,LC,לא בסיכון,poultry
111,12,שיחנית קטנה,LC,לא בסיכון,poultry
111,13,שיחנית קטנה,LC,לא בסיכון,poultry
111,14,שיחנית קטנה,LC,לא בסיכון,poultry
111,15,שיחנית קטנה,LC,לא בסיכון,poultry
111,16,שיחנית קטנה,LC,לא בסיכון,poultry
111,17,שיחנית קטנה,LC,לא בסיכון,poultry
111,18,שיחנית קטנה,LC,לא בסיכון,poultry
111,19,שיחנית קטנה,LC,לא בסיכון,poultry
111,20,שיחנית קטנה,LC,לא בסיכון,poultry
111,21,שיחנית קטנה,LC,לא בסיכון,poultry
111,22,שיחנית קטנה,LC,לא בסיכון,poultry
111,23,שיחנית קטנה,LC,לא בסיכון,poultry
111,24,שיחנית קטנה,LC,לא בסיכון,poultry
111,25,שיחנית קטנה,LC,לא בסיכון,poultry
111,27,שיחנית קטנה,LC,לא בסיכון,poultry
111,28,שיחנית קטנה,LC,לא בסיכון,poultry
111,29,שיחנית קטנה,LC,לא בסיכון,poultry
111,30,שיחנית קטנה,LC,לא בסיכון,poultry
111,31,שיחנית קטנה,LC,לא בסיכון,poultry
111,32,שיחנית קטנה,LC,לא בסיכון,poultry
111,33,שיחנית קטנה,LC,לא בסיכון,poultry
111,35,שיחנית קטנה,LC,לא בסיכון,poultry
111,36,שיחנית קטנה,LC,לא בסיכון,poultry
111,37,שיחנית קטנה,LC,לא בסיכון,poultry
111,38,שיחנית קטנה,LC,לא בסיכון,poultry
111,39,שיחנית קטנה,LC,לא בסיכון,poultry
111,40,שיחנית קטנה,LC,לא בסיכון,poultry
111,41,שיחנית קטנה,LC,לא בסיכון,poultry
111,42,שיחנית קטנה,LC,לא בסיכון,poultry
111,43,שיחנית קטנה,LC,לא בסיכון,poultry
111,44,שיחנית קטנה,LC,לא בסיכון,poultry
111,45,שיחנית קטנה,LC,לא בסיכון,poultry
111,46,שיחנית קטנה,LC,לא בסיכון,poultry
111,47,שיחנית קטנה,LC,לא בסיכון,poultry
111,48,שיחנית קטנה,LC,לא בסיכון,poultry
111,49,שיחנית קטנה,LC,לא בסיכון,poultry
111,50,שיחנית קטנה,LC,לא בסיכון,poultry
111,51,שיחנית קטנה,LC,לא בסיכון,poultry
111,52,שיחנית קטנה,LC,לא בסיכון,poultry
111,53,שיחנית קטנה,LC,לא בסיכון,poultry
111,54,שיחנית קטנה,LC,לא בסיכון,poultry
111,55,שיחנית קטנה,LC,לא בסיכון,poultry
111,56,שיחנית קטנה,LC,לא בסיכון,poultry
112,1,שממית בתים,LC,לא בסיכון,reptiles
112,6,שממית בתים,LC,לא בסיכון,reptiles
112,10,שממית בתים,LC,לא בסיכון,reptiles
112,22,שממית בתים,LC,לא בסיכון,reptiles
112,52,שממית בתים,LC,לא בסיכון,reptiles
113,18,שנונית נחלים,LC,לא בסיכון,reptiles
113,19,שנונית נחלים,LC,לא בסיכון,reptiles
114,28,שעיר מצוי,LC,לא בסיכון,poultry
115,1,תור צווארון,LC,לא בסיכון,poultry
115,2,תור צווארון,LC,לא בסיכון,poultry
115,3,תור צווארון,LC,לא בסיכון,poultry
115,4,תור צווארון,LC,לא בסיכון,poultry
115,5,תור צווארון,LC,לא בסיכון,poultry
115,6,תור צווארון,LC,לא בסיכון,poultry
115,7,תור צווארון,LC,לא בסיכון,poultry
115,8,תור צווארון,LC,לא בסיכון,poultry
115,9,תור צווארון,LC,לא בסיכון,poultry
115,10,תור צווארון,LC,לא בסיכון,poultry
115,11,תור צווארון,LC,לא בסיכון,poultry
115,12,תור צווארון,LC,לא בסיכון,poultry
115,13,תור צווארון,LC,לא בסיכון,poultry
115,14,תור צווארון,LC,לא בסיכון,poultry
115,15,תור צווארון,LC,לא בסיכון,poultry
115,16,תור צווארון,LC,לא בסיכון,poultry
115,17,תור צווארון,LC,לא בסיכון,poultry
115,18,תור צווארון,LC,לא בסיכון,poultry
115,19,תור צווארון,LC,לא בסיכון,poultry
115,20,תור צווארון,LC,לא בסיכון,poultry
115,21,תור צווארון,LC,לא בסיכון,poultry
115,22,תור צווארון,LC,לא בסיכון,poultry
115,23,תור צווארון,LC,לא בסיכון,poultry
115,24,תור צווארון,LC,לא בסיכון,poultry
115,25,תור צווארון,LC,לא בסיכון,poultry
115,26,תור צווארון,LC,לא בסיכון,poultry
115,27,תור צווארון,LC,לא בסיכון,poultry
115,28,תור צווארון,LC,לא בסיכון,poultry
115,29,תור צווארון,LC,לא בסיכון,poultry
115,30,תור צווארון,LC,לא בסיכון,poultry
115,31,תור צווארון,LC,לא בסיכון,poultry
115,32,תור צווארון,LC,לא בסיכון,poultry
115,33,תור צווארון,LC,לא בסיכון,poultry
115,34,תור צווארון,LC,לא בסיכון,poultry
115,35,תור צווארון,LC,לא בסיכון,poultry
115,36,תור צווארון,LC,לא בסיכון,poultry
115,37,תור צווארון,LC,לא בסיכון,poultry
115,38,תור צווארון,LC,לא בסיכון,poultry
115,39,תור צווארון,LC,לא בסיכון,poultry
115,40,תור צווארון,LC,לא בסיכון,poultry
115,41,תור צווארון,LC,לא בסיכון,poultry
115,42,תור צווארון,LC,לא בסיכון,poultry
115,43,תור צווארון,LC,לא בסיכון,poultry
115,44,תור צווארון,LC,לא בסיכון,poultry
115,45,תור צווארון,LC,לא בסיכון,poultry
115,46,תור צווארון,LC,לא בסיכון,poultry
115,47,תור צווארון,LC,לא בסיכון,poultry
115,48,תור צווארון,LC,לא בסיכון,poultry
115,49,תור צווארון,LC,לא בסיכון,poultry
115,50,תור צווארון,LC,לא בסיכון,poultry
115,51,תור צווארון,LC,לא בסיכון,poultry
115,52,תור צווארון,LC,לא בסיכון,poultry
115,53,תור צווארון,LC,לא בסיכון,poultry
115,54,תור צווארון,LC,לא בסיכון,poultry
115,55,תור צווארון,LC,לא בסיכון,poultry
115,56,תור צווארון,LC,לא בסיכון,poultry
115,57,תור צווארון,LC,לא בסיכון,poultry
115,58,תור צווארון,LC,לא בסיכון,poultry
116,1,תלום-קשקשים מצוי,LC,לא בסיכון,reptiles
117,9,תמירון,LC,לא בסיכון,poultry
117,11,תמירון,LC,לא בסיכון,poultry
117,15,תמירון,LC,לא בסיכון,poultry
117,21,תמירון,LC,לא בסיכון,poultry
117,37,תמירון,LC,לא בסיכון,poultry
118,1,תן,LC,לא בסיכון,mammals
118,2,תן,LC,לא בסיכון,mammals
118,6,תן,LC,לא בסיכון,mammals
118,9,תן,LC,לא בסיכון,mammals
118,10,תן,LC,לא בסיכון,mammals
118,11,תן,LC,לא בסיכון,mammals
118,16,תן,LC,לא בסיכון,mammals
118,18,תן,LC,לא בסיכון,mammals
118,19,תן,LC,לא בסיכון,mammals
118,21,תן,LC,לא בסיכון,mammals
118,23,תן,LC,לא בסיכון,mammals
118,24,תן,LC,לא בסיכון,mammals
118,27,תן,LC,לא בסיכון,mammals
118,28,תן,LC,לא בסיכון,mammals
118,37,תן,LC,לא בסיכון,mammals
118,39,תן,LC,לא בסיכון,mammals
118,40,תן,LC,לא בסיכון,mammals
118,41,תן,LC,לא בסיכון,mammals
118,42,תן,LC,לא בסיכון,mammals
118,43,תן,LC,לא בסיכון,mammals
118,45,תן,LC,לא בסיכון,mammals
118,46,תן,LC,לא בסיכון,mammals
118,47,תן,LC,לא בסיכון,mammals
118,48,תן,LC,לא בסיכון,mammals
118,49,תן,LC,לא בסיכון,mammals
118,51,תן,LC,לא בסיכון,mammals
118,52,תן,LC,לא בסיכון,mammals
119,11,אגמיה,NT,בסיכון נמוך,poultry
119,37,אגמיה,NT,בסיכון נמוך,poultry
120,47,אוח,NT,בסיכון נמוך,poultry
121,37,אנפה ארגמנית,NT,בסיכון נמוך,poultry
122,40,אנפית גמדית,NT,בסיכון נמוך,poultry
123,9,אנפית סוף,NT,בסיכון נמוך,poultry
123,15,אנפית סוף,NT,בסיכון נמוך,poultry
123,37,אנפית סוף,NT,בסיכון נמוך,poultry
123,40,אנפית סוף,NT,בסיכון נמוך,poultry
124,2,בז עצים,NT,בסיכון נמוך,poultry
124,37,בז עצים,NT,בסיכון נמוך,poultry
124,40,בז עצים,NT,בסיכון נמוך,poultry
125,6,בזבוז לבנון,NT,בסיכון נמוך,poultry
125,47,בזבוז לבנון,NT,בסיכון נמוך,poultry
126,9,ברכייה,NT,בסיכון נמוך,poultry
126,11,ברכייה,NT,בסיכון נמוך,poultry
126,15,ברכייה,NT,בסיכון נמוך,poultry
126,21,ברכייה,NT,בסיכון נמוך,poultry
126,37,ברכייה,NT,בסיכון נמוך,poultry
127,1,גבתון אדום-מקור,NT,בסיכון נמוך,poultry
127,2,גבתון אדום-מקור,NT,בסיכון נמוך,poultry
127,6,גבתון אדום-מקור,NT,בסיכון נמוך,poultry
127,9,גבתון אדום-מקור,NT,בסיכון נמוך,poultry
127,10,גבתון אדום-מקור,NT,בסיכון נמוך,poultry
127,11,גבתון אדום-מקור,NT,בסיכון נמוך,poultry
127,14,גבתון אדום-מקור,NT,בסיכון נמוך,poultry
127,16,גבתון אדום-מקור,NT,בסיכון נמוך,poultry
127,17,גבתון אדום-מקור,NT,בסיכון נמוך,poultry
127,18,גבתון אדום-מקור,NT,בסיכון נמוך,poultry
127,19,גבתון אדום-מקור,NT,בסיכון נמוך,poultry
127,21,גבתון אדום-מקור,NT,בסיכון נמוך,poultry
127,22,גבתון אדום-מקור,NT,בסיכון נמוך,poultry
127,23,גבתון אדום-מקור,NT,בסיכון נמוך,poultry
127,24,גבתון אדום-מקור,NT,בסיכון נמוך,poultry
127,27,גבתון אדום-מקור,NT,בסיכון נמוך,poultry
127,28,גבתון אדום-מקור,NT,בסיכון נמוך,poultry
127,32,גבתון אדום-מקור,NT,בסיכון נמוך,poultry
127,37,גבתון אדום-מקור,NT,בסיכון נמוך,poultry
127,40,גבתון אדום-מקור,NT,בסיכון נמוך,poultry
127,41,גבתון אדום-מקור,NT,בסיכון נמוך,poultry
127,42,גבתון אדום-מקור,NT,בסיכון נמוך,poultry
127,43,גבתון אדום-מקור,NT,בסיכון נמוך,poultry
127,44,גבתון אדום-מקור,NT,בסיכון נמוך,poultry
127,45,גבתון אדום-מקור,NT,בסיכון נמוך,poultry
127,46,גבתון אדום-מקור,NT,בסיכון נמוך,poultry
127,47,גבתון אדום-מקור,NT,בסיכון נמוך,poultry
127,48,גבתון אדום-מקור,NT,בסיכון נמוך,poultry
127,49,גבתון אדום-מקור,NT,בסיכון נמוך,poultry
127,51,גבתון אדום-מקור,NT,בסיכון נמוך,poultry
127,52,גבתון אדום-מקור,NT,בסיכון נמוך,poultry
128,1,דוכיפת,NT,בסיכון נמוך,poultry
128,3,דוכיפת,NT,בסיכון נמוך,poultry
128,4,דוכיפת,NT,בסיכון נמוך,poultry
128,5,דוכיפת,NT,בסיכון נמוך,poultry
128,6,דוכיפת,NT,בסיכון נמוך,poultry
128,7,דוכיפת,NT,בסיכון נמוך,poultry
128,8,דוכיפת,NT,בסיכון נמוך,poultry
128,9,דוכיפת,NT,בסיכון נמוך,poultry
128,10,דוכיפת,NT,בסיכון נמוך,poultry
128,11,דוכיפת,NT,בסיכון נמוך,poultry
128,12,דוכיפת,NT,בסיכון נמוך,poultry
128,13,דוכיפת,NT,בסיכון נמוך,poultry
128,14,דוכיפת,NT,בסיכון נמוך,poultry
128,15,דוכיפת,NT,בסיכון נמוך,poultry
128,16,דוכיפת,NT,בסיכון נמוך,poultry
128,17,דוכיפת,NT,בסיכון נמוך,poultry
128,18,דוכיפת,NT,בסיכון נמוך,poultry
128,19,דוכיפת,NT,בסיכון נמוך,poultry
128,20,דוכיפת,NT,בסיכון נמוך,poultry
128,21,דוכיפת,NT,בסיכון נמוך,poultry
128,22,דוכיפת,NT,בסיכון נמוך,poultry
128,23,דוכיפת,NT,בסיכון נמוך,poultry
128,24,דוכיפת,NT,בסיכון נמוך,poultry
128,25,דוכיפת,NT,בסיכון נמוך,poultry
128,26,דוכיפת,NT,בסיכון נמוך,poultry
128,27,דוכיפת,NT,בסיכון נמוך,poultry
128,28,דוכיפת,NT,בסיכון נמוך,poultry
128,29,דוכיפת,NT,בסיכון נמוך,poultry
128,30,דוכיפת,NT,בסיכון נמוך,poultry
128,31,דוכיפת,NT,בסיכון נמוך,poultry
128,32,דוכיפת,NT,בסיכון נמוך,poultry
128,33,דוכיפת,NT,בסיכון נמוך,poultry
128,34,דוכיפת,NT,בסיכון נמוך,poultry
128,35,דוכיפת,NT,בסיכון נמוך,poultry
128,36,דוכיפת,NT,בסיכון נמוך,poultry
128,37,דוכיפת,NT,בסיכון נמוך,poultry
128,38,דוכיפת,NT,בסיכון נמוך,poultry
128,39,דוכיפת,NT,בסיכון נמוך,poultry
128,40,דוכיפת,NT,בסיכון נמוך,poultry
128,41,דוכיפת,NT,בסיכון נמוך,poultry
128,42,דוכיפת,NT,בסיכון נמוך,poultry
128,43,דוכיפת,NT,בסיכון נמוך,poultry
128,44,דוכיפת,NT,בסיכון נמוך,poultry
128,45,דוכיפת,NT,בסיכון נמוך,poultry
128,46,דוכיפת,NT,בסיכון נמוך,poultry
128,47,דוכיפת,NT,בסיכון נמוך,poultry
128,48,דוכיפת,NT,בסיכון נמוך,poultry
128,49,דוכיפת,NT,בסיכון נמוך,poultry
128,50,דוכיפת,NT,בסיכון נמוך,poultry
128,51,דוכיפת,NT,בסיכון נמוך,poultry
128,52,דוכיפת,NT,בסיכון נמוך,poultry
128,53,דוכיפת,NT,בסיכון נמוך,poultry
128,54,דוכיפת,NT,בסיכון נמוך,poultry
128,55,דוכיפת,NT,בסיכון נמוך,poultry
128,56,דוכיפת,NT,בסיכון נמוך,poultry
128,57,דוכיפת,NT,בסיכון נמוך,poultry
128,58,דוכיפת,NT,בסיכון נמוך,poultry
129,11,זהבן מחלל,NT,בסיכון נמוך,poultry
129,31,זהבן מחלל,NT,בסיכון נמוך,poultry
129,35,זהבן מחלל,NT,בסיכון נמוך,poultry
129,36,זהבן מחלל,NT,בסיכון נמוך,poultry
129,40,זהבן מחלל,NT,בסיכון נמוך,poultry
130,40,חדף לבן-שיניים,NT,בסיכון נמוך,mammals
131,1,חוגלה,NT,בסיכון נמוך,poultry
131,2,חוגלה,NT,בסיכון נמוך,poultry
131,3,חוגלה,NT,בסיכון נמוך,poultry
131,4,חוגלה,NT,בסיכון נמוך,poultry
131,5,חוגלה,NT,בסיכון נמוך,poultry
131,6,חוגלה,NT,בסיכון נמוך,poultry
131,7,חוגלה,NT,בסיכון נמוך,poultry
131,8,חוגלה,NT,בסיכון נמוך,poultry
131,9,חוגלה,NT,בסיכון נמוך,poultry
131,10,חוגלה,NT,בסיכון נמוך,poultry
131,11,חוגלה,NT,בסיכון נמוך,poultry
131,13,חוגלה,NT,בסיכון נמוך,poultry
131,14,חוגלה,NT,בסיכון נמוך,poultry
131,15,חוגלה,NT,בסיכון נמוך,poultry
131,16,חוגלה,NT,בסיכון נמוך,poultry
131,17,חוגלה,NT,בסיכון נמוך,poultry
131,18,חוגלה,NT,בסיכון נמוך,poultry
131,19,חוגלה,NT,בסיכון נמוך,poultry
131,21,חוגלה,NT,בסיכון נמוך,poultry
131,22,חוגלה,NT,בסיכון נמוך,poultry
131,23,חוגלה,NT,בסיכון נמוך,poultry
131,24,חוגלה,NT,בסיכון נמוך,poultry
131,26,חוגלה,NT,בסיכון נמוך,poultry
131,27,חוגלה,NT,בסיכון נמוך,poultry
131,28,חוגלה,NT,בסיכון נמוך,poultry
131,29,חוגלה,NT,בסיכון נמוך,poultry
131,31,חוגלה,NT,בסיכון נמוך,poultry
131,32,חוגלה,NT,בסיכון נמוך,poultry
131,36,חוגלה,NT,בסיכון נמוך,poultry
131,37,חוגלה,NT,בסיכון נמוך,poultry
131,39,חוגלה,NT,בסיכון נמוך,poultry
131,40,חוגלה,NT,בסיכון נמוך,poultry
131,41,חוגלה,NT,בסיכון נמוך,poultry
131,42,חוגלה,NT,בסיכון נמוך,poultry
131,43,חוגלה,NT,בסיכון נמוך,poultry
131,44,חוגלה,NT,בסיכון נמוך,poultry
131,45,חוגלה,NT,בסיכון נמוך,poultry
131,46,חוגלה,NT,בסיכון נמוך,poultry
131,47,חוגלה,NT,בסיכון נמוך,poultry
131,48,חוגלה,NT,בסיכון נמוך,poultry
131,49,חוגלה,NT,בסיכון נמוך,poultry
131,50,חוגלה,NT,בסיכון נמוך,poultry
131,51,חוגלה,NT,בסיכון נמוך,poultry
131,52,חוגלה,NT,בסיכון נמוך,poultry
131,53,חוגלה,NT,בסיכון נמוך,poultry
132,1,חוגת העצים,NT,בסיכון נמוך,poultry
132,6,חוגת העצים,NT,בסיכון נמוך,poultry
132,18,חוגת העצים,NT,בסיכון נמוך,poultry
132,45,חוגת העצים,NT,בסיכון נמוך,poultry
132,47,חוגת העצים,NT,בסיכון נמוך,poultry
132,49,חוגת העצים,NT,בסיכון נמוך,poultry
132,52,חוגת העצים,NT,בסיכון נמוך,poultry
133,1,חוחית,NT,בסיכון נמוך,poultry
133,2,חוחית,NT,בסיכון נמוך,poultry
133,6,חוחית,NT,בסיכון נמוך,poultry
133,9,חוחית,NT,בסיכון נמוך,poultry
133,10,חוחית,NT,בסיכון נמוך,poultry
133,11,חוחית,NT,בסיכון נמוך,poultry
133,14,חוחית,NT,בסיכון נמוך,poultry
133,16,חוחית,NT,בסיכון נמוך,poultry
133,21,חוחית,NT,בסיכון נמוך,poultry
133,22,חוחית,NT,בסיכון נמוך,poultry
133,23,חוחית,NT,בסיכון נמוך,poultry
133,24,חוחית,NT,בסיכון נמוך,poultry
133,27,חוחית,NT,בסיכון נמוך,poultry
133,28,חוחית,NT,בסיכון נמוך,poultry
133,31,חוחית,NT,בסיכון נמוך,poultry
133,32,חוחית,NT,בסיכון נמוך,poultry
133,35,חוחית,NT,בסיכון נמוך,poultry
133,37,חוחית,NT,בסיכון נמוך,poultry
133,40,חוחית,NT,בסיכון נמוך,poultry
133,42,חוחית,NT,בסיכון נמוך,poultry
133,43,חוחית,NT,בסיכון נמוך,poultry
133,45,חוחית,NT,בסיכון נמוך,poultry
133,46,חוחית,NT,בסיכון נמוך,poultry
133,47,חוחית,NT,בסיכון נמוך,poultry
133,50,חוחית,NT,בסיכון נמוך,poultry
133,51,חוחית,NT,בסיכון נמוך,poultry
