FID,SitePolygo,dunam,Shape_Area,parmiter,Ci,buff_area,buff_perim,STAT_1,AGE,POP15,RATE15,INDX8,RATE8,Count_,Sum_floors,Avg_floors,Sum_appart,Avg_appart,Sum_Shape_,Avg_Shape_,Sum_living,Avg_living,Sum_reside,Avg_reside,part_area
140,3,445.6542324,324498.3646,4276,0.472251658,1200309.609,9569.171971,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34875.90409
141,3,445.6542324,324498.3646,4276,0.472251658,1200309.609,9569.171971,641,1998,3007,3,0.237566865,985,0,0,0,0,0,0,0,0,0,0,0,33614.07191
142,3,445.6542324,324498.3646,4276,0.472251658,1200309.609,9569.171971,645,2002,14133,3,0.727673958,1226,146,442,3.02739726,1028,7.04109589,44195.00257,302.7054971,164016.0166,1123.397374,127,0.869863014,389181.0052
143,5,324.6979532,236435.898,3934,0.438154508,1135973.971,9127.122905,641,1998,3007,3,0.237566865,985,0,0,0,0,0,0,0,0,0,0,0,12276.67069
144,5,324.6979532,236435.898,3934,0.438154508,1135973.971,9127.122905,642,1998,4819,1,0.405114712,1072,2,4,2,10,5,488.0462839,244.023142,976.0925678,488.0462839,2,1,21307.8585
145,5,324.6979532,236435.898,3934,0.438154508,1135973.971,9127.122905,644,2002,1301,2,1.612326804,1514,11,17,1.545454545,11,1,1984.089,180.3717273,3061.9696,278.3608727,11,1,438908.1529
146,5,324.6979532,236435.898,3934,0.438154508,1135973.971,9127.122905,645,2002,14133,3,0.727673958,1226,54,235,4.351851852,505,9.351851852,17727.70186,328.2907753,85199.33693,1577.765499,44,0.814814815,185540.4646
147,36,398.9010593,290613.7486,2677,0.713862616,821101.3545,6625.335101,411,1993,3590,2,0.195854822,955,0,0,0,0,0,0,0,0,0,0,0,194624.232
148,26,227.3945669,165709.5092,2439,0.591652695,747336.9985,6054.913492,411,1993,3590,2,0.195854822,955,0,0,0,0,0,0,0,0,0,0,0,208446.5826
149,9,1821.659871,1327504.223,9371,0.435849899,2534250.901,20279.9846,621,1968,547,0,0,0,107,165,1.542056075,0,0,94946.6682,887.3520392,94946.6682,887.3520392,0,0,1531553.152
150,9,1821.659871,1327504.223,9371,0.435849899,2534250.901,20279.9846,642,1998,4819,1,0.405114712,1072,0,0,0,0,0,0,0,0,0,0,0,19170.58114
151,19,2374.714221,1732125.795,6448,0.723551783,1781177.167,14192.75853,411,1993,3590,2,0.195854822,955,0,0,0,0,0,0,0,0,0,0,0,1046272.567
152,53,59.0130688,43007.17512,839,0.876220541,405967.7696,3248.439542,522,1951,3101,8,-0.238841131,666,35,84,2.4,152,4.342857143,7767.818221,221.9376634,18507.37531,528.7821518,34,0.971428571,39179.01459
153,53,59.0130688,43007.17512,839,0.876220541,405967.7696,3248.439542,611,1900,4260,6,0.544473607,1145,15,49,3.266666667,61,4.066666667,4343.554337,289.5702891,11878.05634,791.8704225,9,0.6,25812.08136
154,53,59.0130688,43007.17512,839,0.876220541,405967.7696,3248.439542,624,1962,1985,9,-0.237948898,667,289,404,1.397923875,16,0.055363322,70970.42823,245.572416,70970.42823,245.572416,13,0.044982699,325799.1092
155,54,106.138701,77337.0001,2763,0.356794136,858480.2813,6927.058839,621,1968,547,0,0,0,107,130,1.214953271,0,0,100448.8034,938.7738633,100448.8034,938.7738633,0,0,381057.1453
156,54,106.138701,77337.0001,2763,0.356794136,858480.2813,6927.058839,631,1953,4529,8,-0.038952592,795,124,289,2.330645161,640,5.161290323,36413.90846,293.6605521,77083.84202,621.6438873,85,0.685483871,246078.3433
157,54,106.138701,77337.0001,2763,0.356794136,858480.2813,6927.058839,632,1953,3838,9,-0.420960559,557,206,423,2.053398058,865,4.199029126,35240.51038,171.0704388,76843.5238,373.0268145,172,0.834951456,214008.943
158,54,106.138701,77337.0001,2763,0.356794136,858480.2813,6927.058839,633,1953,2340,9,-0.185602092,705,0,0,0,0,0,0,0,0,0,0,0,887.9247705
159,55,263.5633817,192078.0311,2085,0.74513973,689429.2876,5583.773476,413,1993,6945,6,-0.013754514,811,20,121,6.05,332,16.6,5390.611841,269.530592,44139.71227,2206.985614,20,1,28513.278
160,55,263.5633817,192078.0311,2085,0.74513973,689429.2876,5583.773476,414,1993,7331,3,0.40704595,1073,133,752,5.654135338,1830,13.7593985,43038.51678,323.5978705,262960.6083,1977.147431,123,0.92481203,242928.8139
161,55,263.5633817,192078.0311,2085,0.74513973,689429.2876,5583.773476,415,1993,7944,4,0.337470405,1033,36,191,5.305555556,486,13.5,10126.58439,281.2940108,58690.93233,1630.303676,35,0.972222222,63922.17902
162,55,263.5633817,192078.0311,2085,0.74513973,689429.2876,5583.773476,421,1999,5767,1,0.745755984,1231,121,199,1.644628099,129,1.066115702,20512.70652,169.5265002,33318.30577,275.3578989,121,1,90639.07776
163,55,263.5633817,192078.0311,2085,0.74513973,689429.2876,5583.773476,422,1970,5718,4,0.613118037,1169,155,415,2.677419355,806,5.2,26852.61308,173.242665,100935.4796,651.1966423,149,0.961290323,138865.8074
164,55,263.5633817,192078.0311,2085,0.74513973,689429.2876,5583.773476,423,1970,4527,6,0.529762901,1136,119,300,2.521008403,495,4.159663866,17293.26462,145.3215514,48710.61998,409.332941,111,0.932773109,110973.6623
165,56,31.63261778,23052.09389,740,0.72732481,361347.4356,2960.919768,414,1993,7331,3,0.40704595,1073,0,0,0,0,0,0,0,0,0,0,0,372.8784234
166,56,31.63261778,23052.09389,740,0.72732481,361347.4356,2960.919768,423,1970,4527,6,0.529762901,1136,3,6,2,1,0.333333333,4445.091539,1481.69718,4445.091539,1481.69718,0,0,26622.54903
167,56,31.63261778,23052.09389,740,0.72732481,361347.4356,2960.919768,611,1900,4260,6,0.544473607,1145,127,174,1.37007874,197,1.551181102,22015.43295,173.3498658,37651.33584,296.4672113,94,0.74015748,110699.4576
168,56,31.63261778,23052.09389,740,0.72732481,361347.4356,2960.919768,612,1937,4668,7,-0.237948898,667,59,85,1.440677966,66,1.118644068,10007.61549,169.6206015,12993.05928,220.2213438,54,0.915254237,46777.10759
169,57,24.38306547,17768.52993,688,0.686818908,367019.6504,2940.332801,423,1970,4527,6,0.529762901,1136,1,1,1,0,0,936.9654778,936.9654778,936.9654778,936.9654778,0,0,2530.376321
170,57,24.38306547,17768.52993,688,0.686818908,367019.6504,2940.332801,431,1960,3424,8,0.653496134,1189,30,94,3.133333333,177,5.9,4850.012131,161.667071,21417.20347,713.9067822,29,0.966666667,28555.63303
171,57,24.38306547,17768.52993,688,0.686818908,367019.6504,2940.332801,434,1960,4018,8,-0.430181584,547,5,42,8.4,144,28.8,1975.242608,395.0485216,22662.54178,4532.508356,5,1,6866.918537
172,57,24.38306547,17768.52993,688,0.686818908,367019.6504,2940.332801,522,1951,3101,8,-0.238841131,666,17,56,3.294117647,144,8.470588235,3435.717439,202.1010258,11962.89898,703.6999402,15,0.882352941,17907.4598
173,57,24.38306547,17768.52993,688,0.686818908,367019.6504,2940.332801,523,1951,3027,7,-0.230236312,676,76,226,2.973684211,503,6.618421053,16177.56229,212.8626617,49687.23422,653.7793977,69,0.907894737,80283.52872
174,57,24.38306547,17768.52993,688,0.686818908,367019.6504,2940.332801,611,1900,4260,6,0.544473607,1145,19,81,4.263157895,235,12.36842105,6016.79593,316.67347,35682.6537,1878.034405,15,0.789473684,54000.29104
175,25,18.55974461,13524.78751,798,0.516615302,391235.3102,3141.496827,621,1968,547,0,0,0,14,14,1,0,0,17029.30902,1216.379216,17029.30902,1216.379216,0,0,52676.92926
176,25,18.55974461,13524.78751,798,0.516615302,391235.3102,3141.496827,624,1962,1985,9,-0.237948898,667,106,386,3.641509434,650,6.132075472,69362.0691,654.3591425,131844.6244,1243.817212,33,0.311320755,308549.5213
177,25,18.55974461,13524.78751,798,0.516615302,391235.3102,3141.496827,631,1953,4529,8,-0.038952592,795,11,29,2.636363636,60,5.454545455,3961.652041,360.1501855,8691.710381,790.1554892,8,0.727272727,13560.93476
178,58,16.33091324,11897.51956,493,0.784307244,318003.2702,2548.37831,632,1953,3838,9,-0.420960559,557,24,55,2.291666667,143,5.958333333,6433.506024,268.062751,14770.42367,615.4343194,17,0.708333333,31350.90797
179,58,16.33091324,11897.51956,493,0.784307244,318003.2702,2548.37831,633,1953,2340,9,-0.185602092,705,91,208,2.285714286,553,6.076923077,20293.82725,223.0090907,48650.13857,534.6169073,67,0.736263736,122079.9572
180,58,16.33091324,11897.51956,493,0.784307244,318003.2702,2548.37831,634,1969,222,3,0,0,42,70,1.666666667,0,0,62405.35563,1485.841801,62405.35563,1485.841801,0,0,164572.405
181,39,289.473357,210870.1471,2800,0.581372455,881998.5231,7052.806577,223,1970,2535,6,0.345994213,1039,8,10,1.25,9,1.125,1413.676511,176.7095638,1768.825741,221.1032177,8,1,3569.299864
182,39,289.473357,210870.1471,2800,0.581372455,881998.5231,7052.806577,224,1970,2148,5,-0.469161445,526,7,14,2,23,3.285714286,1383.963168,197.709024,3386.702188,483.8145983,7,1,11402.25194
183,39,289.473357,210870.1471,2800,0.581372455,881998.5231,7052.806577,225,1970,3579,6,-0.548627515,497,0,0,0,0,0,0,0,0,0,0,0,3000.820931
184,39,289.473357,210870.1471,2800,0.581372455,881998.5231,7052.806577,226,1970,1409,7,-0.548627515,497,4,6,1.5,4,1,622.7936357,155.6984089,796.248392,199.062098,4,1,13246.95383
185,39,289.473357,210870.1471,2800,0.581372455,881998.5231,7052.806577,234,1998,3015,2,0.396156874,1066,370,612,1.654054054,372,1.005405405,43321.94719,117.0863438,68352.02485,184.7352023,356,0.962162162,216506.1787
186,39,289.473357,210870.1471,2800,0.581372455,881998.5231,7052.806577,313,1998,3147,4,0.214925111,971,92,140,1.52173913,103,1.119565217,7689.8289,83.58509673,12204.46598,132.657239,87,0.945652174,31090.8609
187,39,289.473357,210870.1471,2800,0.581372455,881998.5231,7052.806577,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16052.34297
188,39,289.473357,210870.1471,2800,0.581372455,881998.5231,7052.806577,411,1993,3590,2,0.195854822,955,0,0,0,0,0,0,0,0,0,0,0,4622.69025
189,1,13436.67062,9778858.848,14882,0.744882413,3915594.602,31326.04603,644,2002,1301,2,1.612326804,1514,0,0,0,0,0,0,0,0,0,0,0,35190.4262
190,1,13436.67062,9778858.848,14882,0.744882413,3915594.602,31326.04603,645,2002,14133,3,0.727673958,1226,0,0,0,0,0,0,0,0,0,0,0,951213.3429
191,35,83.58181361,60872.39166,1676,0.521844488,596527.973,4815.429303,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13161.93974
192,35,83.58181361,60872.39166,1676,0.521844488,596527.973,4815.429303,111,1957,2339,9,-0.934080774,315,42,112,2.666666667,208,4.952380952,9352.224226,222.6720054,18714.39513,445.5808365,33,0.785714286,98702.95771
193,35,83.58181361,60872.39166,1676,0.521844488,596527.973,4815.429303,112,1957,2266,9,-0.635295992,449,0,0,0,0,0,0,0,0,0,0,0,23770.81691
194,35,83.58181361,60872.39166,1676,0.521844488,596527.973,4815.429303,113,1957,1831,9,-0.934080774,315,0,0,0,0,0,0,0,0,0,0,0,570.6389959
195,35,83.58181361,60872.39166,1676,0.521844488,596527.973,4815.429303,122,1957,1146,9,-0.437713933,540,7,28,4,70,10,1190.070874,170.0101248,4760.283495,680.0404993,7,1,3058.183785
196,35,83.58181361,60872.39166,1676,0.521844488,596527.973,4815.429303,641,1998,3007,3,0.237566865,985,0,0,0,0,0,0,0,0,0,0,0,9568.023645
197,2,10168.37263,7402067.223,12078,0.798521142,3203645.644,25658.63759,643,1998,5310,1,0.893158116,1299,9,24,2.666666667,34,3.777777778,1823.412261,202.6013623,6222.424842,691.380538,9,1,29560.58866
198,6,2619.679317,1908119.389,8851,0.553242281,2111424.772,17076.92428,643,1998,5310,1,0.893158116,1299,9,24,2.666666667,34,3.777777778,1823.412261,202.6013623,6222.424842,691.380538,9,1,29560.58866
199,2,10168.37263,7402067.223,12078,0.798521142,3203645.644,25658.63759,644,2002,1301,2,1.612326804,1514,2,4,2,10,5,414.0823317,207.0411659,441.8917664,220.9458832,1,0.5,60901.30456
200,6,2619.679317,1908119.389,8851,0.553242281,2111424.772,17076.92428,644,2002,1301,2,1.612326804,1514,2,4,2,10,5,414.0823317,207.0411659,441.8917664,220.9458832,1,0.5,60901.30456
201,2,10168.37263,7402067.223,12078,0.798521142,3203645.644,25658.63759,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105646.8346
202,50,1196.310144,870720.0839,4193,0.788895267,1237388.971,9913.748221,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105646.8346
203,2,10168.37263,7402067.223,12078,0.798521142,3203645.644,25658.63759,645,2002,14133,3,0.727673958,1226,0,0,0,0,0,0,0,0,0,0,0,15120.49159
204,50,1196.310144,870720.0839,4193,0.788895267,1237388.971,9913.748221,645,2002,14133,3,0.727673958,1226,0,0,0,0,0,0,0,0,0,0,0,15120.49159
205,2,10168.37263,7402067.223,12078,0.798521142,3203645.644,25658.63759,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86793.62368
206,51,6121.127387,4454563.629,14033,0.533159301,3144729.401,26180.38476,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86793.62368
207,2,10168.37263,7402067.223,12078,0.798521142,3203645.644,25658.63759,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758.6718449
208,45,2852.728358,2077143.487,8556,0.597127957,2124382.519,17338.29115,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758.6718449
209,2,10168.37263,7402067.223,12078,0.798521142,3203645.644,25658.63759,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81587.64573
210,46,2629.508716,1914274.352,7915,0.619663767,2054293.93,16731.9175,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81587.64573
211,2,10168.37263,7402067.223,12078,0.798521142,3203645.644,25658.63759,645,2002,14133,3,0.727673958,1226,0,0,0,0,0,0,0,0,0,0,0,56060.36561
212,46,2629.508716,1914274.352,7915,0.619663767,2054293.93,16731.9175,645,2002,14133,3,0.727673958,1226,0,0,0,0,0,0,0,0,0,0,0,56060.36561
213,2,10168.37263,7402067.223,12078,0.798521142,3203645.644,25658.63759,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33922.15137
214,3,445.6542324,324498.3646,4276,0.472251658,1200309.609,9569.171971,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33922.15137
215,2,10168.37263,7402067.223,12078,0.798521142,3203645.644,25658.63759,645,2002,14133,3,0.727673958,1226,16,32,2,26,1.625,2483.428031,155.214252,4966.856063,310.4285039,16,1,78269.01207
216,3,445.6542324,324498.3646,4276,0.472251658,1200309.609,9569.171971,645,2002,14133,3,0.727673958,1226,16,32,2,26,1.625,2483.428031,155.214252,4966.856063,310.4285039,16,1,78269.01207
217,2,10168.37263,7402067.223,12078,0.798521142,3203645.644,25658.63759,644,2002,1301,2,1.612326804,1514,0,0,0,0,0,0,0,0,0,0,0,178092.0629
218,5,324.6979532,236435.898,3934,0.438154508,1135973.971,9127.122905,644,2002,1301,2,1.612326804,1514,0,0,0,0,0,0,0,0,0,0,0,178092.0629
219,2,10168.37263,7402067.223,12078,0.798521142,3203645.644,25658.63759,645,2002,14133,3,0.727673958,1226,17,40,2.352941176,46,2.705882353,3425.314041,201.4890612,6455.088973,379.7111161,17,1,67190.32124
220,5,324.6979532,236435.898,3934,0.438154508,1135973.971,9127.122905,645,2002,14133,3,0.727673958,1226,17,40,2.352941176,46,2.705882353,3425.314041,201.4890612,6455.088973,379.7111161,17,1,67190.32124
221,2,10168.37263,7402067.223,12078,0.798521142,3203645.644,25658.63759,644,2002,1301,2,1.612326804,1514,0,0,0,0,0,0,0,0,0,0,0,3202.432055
222,1,13436.67062,9778858.848,14882,0.744882413,3915594.602,31326.04603,644,2002,1301,2,1.612326804,1514,0,0,0,0,0,0,0,0,0,0,0,3202.432055
223,2,10168.37263,7402067.223,12078,0.798521142,3203645.644,25658.63759,645,2002,14133,3,0.727673958,1226,0,0,0,0,0,0,0,0,0,0,0,101174.3426
224,1,13436.67062,9778858.848,14882,0.744882413,3915594.602,31326.04603,645,2002,14133,3,0.727673958,1226,0,0,0,0,0,0,0,0,0,0,0,101174.3426
225,12,5928.983651,4321894.765,11538,0.638721436,2923291.231,23712.7888,621,1968,547,0,0,0,13,19,1.461538462,0,0,7718.480776,593.7292904,7718.480776,593.7292904,0,0,124909.0237
226,11,2585.889811,1884734.725,7704,0.631704214,2106149.265,16851.07267,621,1968,547,0,0,0,13,19,1.461538462,0,0,7718.480776,593.7292904,7718.480776,593.7292904,0,0,124909.0237
227,12,5928.983651,4321894.765,11538,0.638721436,2923291.231,23712.7888,621,1968,547,0,0,0,3,3,1,0,0,13345.23152,4448.410506,13345.23152,4448.410506,0,0,173795.2375
228,13,1813.337826,1322158.244,9171,0.444457212,2049004.552,16675.46197,621,1968,547,0,0,0,3,3,1,0,0,13345.23152,4448.410506,13345.23152,4448.410506,0,0,173795.2375
229,12,5928.983651,4321894.765,11538,0.638721436,2923291.231,23712.7888,621,1968,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53442.67301
230,10,1236.853464,901318.5701,4897,0.687248796,1368522.293,10972.9542,621,1968,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53442.67301
231,12,5928.983651,4321894.765,11538,0.638721436,2923291.231,23712.7888,621,1968,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95811.26296
232,9,1821.659871,1327504.223,9371,0.435849899,2534250.901,20279.9846,621,1968,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95811.26296
233,11,2585.889811,1884734.725,7704,0.631704214,2106149.265,16851.07267,621,1968,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420.7893115
234,16,1040.018658,758176.4436,8570,0.360171424,2140321.043,17407.23346,621,1968,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420.7893115
235,11,2585.889811,1884734.725,7704,0.631704214,2106149.265,16851.07267,621,1968,547,0,0,0,15,21,1.4,0,0,13683.54153,912.2361023,13683.54153,912.2361023,0,0,115363.2941
236,14,1877.429882,1368811.433,11196,0.37043657,2837619.597,22907.55005,621,1968,547,0,0,0,15,21,1.4,0,0,13683.54153,912.2361023,13683.54153,912.2361023,0,0,115363.2941
237,11,2585.889811,1884734.725,7704,0.631704214,2106149.265,16851.07267,621,1968,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111524.2359
238,10,1236.853464,901318.5701,4897,0.687248796,1368522.293,10972.9542,621,1968,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111524.2359
239,11,2585.889811,1884734.725,7704,0.631704214,2106149.265,16851.07267,621,1968,547,0,0,0,8,8,1,0,0,19172.14346,2396.517932,19172.14346,2396.517932,0,0,226837.8266
240,9,1821.659871,1327504.223,9371,0.435849899,2534250.901,20279.9846,621,1968,547,0,0,0,8,8,1,0,0,19172.14346,2396.517932,19172.14346,2396.517932,0,0,226837.8266
241,15,360.8723816,263037.3183,3999,0.454634315,1178938.506,9471.39386,411,1993,3590,2,0.195854822,955,0,0,0,0,0,0,0,0,0,0,0,4971.531157
242,21,918.2403584,669399.0947,12370,0.234464876,3226846.121,25880.13927,411,1993,3590,2,0.195854822,955,0,0,0,0,0,0,0,0,0,0,0,4971.531157
243,15,360.8723816,263037.3183,3999,0.454634315,1178938.506,9471.39386,412,1949,2740,6,0.195854822,955,4,16,4,40,10,739.1833998,184.79585,7958.982437,1989.745609,1,0.25,29410.75463
244,21,918.2403584,669399.0947,12370,0.234464876,3226846.121,25880.13927,412,1949,2740,6,0.195854822,955,4,16,4,40,10,739.1833998,184.79585,7958.982437,1989.745609,1,0.25,29410.75463
245,15,360.8723816,263037.3183,3999,0.454634315,1178938.506,9471.39386,413,1993,6945,6,-0.013754514,811,19,102,5.368421053,277,14.57894737,6336.450484,333.4973939,36119.24857,1901.013083,18,0.947368421,46072.82715
246,21,918.2403584,669399.0947,12370,0.234464876,3226846.121,25880.13927,413,1993,6945,6,-0.013754514,811,19,102,5.368421053,277,14.57894737,6336.450484,333.4973939,36119.24857,1901.013083,18,0.947368421,46072.82715
247,15,360.8723816,263037.3183,3999,0.454634315,1178938.506,9471.39386,613,1953,4846,2,0.516157712,1132,30,48,1.6,32,1.066666667,4049.114029,134.9704676,6573.652506,219.1217502,30,1,28585.74028
248,21,918.2403584,669399.0947,12370,0.234464876,3226846.121,25880.13927,613,1953,4846,2,0.516157712,1132,30,48,1.6,32,1.066666667,4049.114029,134.9704676,6573.652506,219.1217502,30,1,28585.74028
249,15,360.8723816,263037.3183,3999,0.454634315,1178938.506,9471.39386,411,1993,3590,2,0.195854822,955,0,0,0,0,0,0,0,0,0,0,0,8112.386729
250,16,1040.018658,758176.4436,8570,0.360171424,2140321.043,17407.23346,411,1993,3590,2,0.195854822,955,0,0,0,0,0,0,0,0,0,0,0,8112.386729
251,15,360.8723816,263037.3183,3999,0.454634315,1178938.506,9471.39386,613,1953,4846,2,0.516157712,1132,156,283,1.814102564,152,0.974358974,21110.83215,135.3258471,37577.33084,240.8803259,153,0.980769231,101740.8348
252,16,1040.018658,758176.4436,8570,0.360171424,2140321.043,17407.23346,613,1953,4846,2,0.516157712,1132,156,283,1.814102564,152,0.974358974,21110.83215,135.3258471,37577.33084,240.8803259,153,0.980769231,101740.8348
253,15,360.8723816,263037.3183,3999,0.454634315,1178938.506,9471.39386,613,1953,4846,2,0.516157712,1132,58,68,1.172413793,56,0.965517241,7525.081556,129.7427855,8979.777364,154.8237476,55,0.948275862,64743.70984
254,14,1877.429882,1368811.433,11196,0.37043657,2837619.597,22907.55005,613,1953,4846,2,0.516157712,1132,58,68,1.172413793,56,0.965517241,7525.081556,129.7427855,8979.777364,154.8237476,55,0.948275862,64743.70984
255,15,360.8723816,263037.3183,3999,0.454634315,1178938.506,9471.39386,621,1968,547,0,0,0,19,20,1.052631579,0,0,10049.86395,528.9402079,10049.86395,528.9402079,0,0,74686.95174
256,14,1877.429882,1368811.433,11196,0.37043657,2837619.597,22907.55005,621,1968,547,0,0,0,19,20,1.052631579,0,0,10049.86395,528.9402079,10049.86395,528.9402079,0,0,74686.95174
257,15,360.8723816,263037.3183,3999,0.454634315,1178938.506,9471.39386,624,1962,1985,9,-0.237948898,667,138,140,1.014492754,0,0,17894.87565,129.673012,17894.87565,129.673012,0,0,51283.68604
258,14,1877.429882,1368811.433,11196,0.37043657,2837619.597,22907.55005,624,1962,1985,9,-0.237948898,667,138,140,1.014492754,0,0,17894.87565,129.673012,17894.87565,129.673012,0,0,51283.68604
259,15,360.8723816,263037.3183,3999,0.454634315,1178938.506,9471.39386,624,1962,1985,9,-0.237948898,667,8,8,1,0,0,1764.758792,220.594849,1764.758792,220.594849,0,0,1985.698772
260,53,59.0130688,43007.17512,839,0.876220541,405967.7696,3248.439542,624,1962,1985,9,-0.237948898,667,8,8,1,0,0,1764.758792,220.594849,1764.758792,220.594849,0,0,1985.698772
261,13,1813.337826,1322158.244,9171,0.444457212,2049004.552,16675.46197,411,1993,3590,2,0.195854822,955,0,0,0,0,0,0,0,0,0,0,0,3251.165035
262,14,1877.429882,1368811.433,11196,0.37043657,2837619.597,22907.55005,411,1993,3590,2,0.195854822,955,0,0,0,0,0,0,0,0,0,0,0,3251.165035
263,13,1813.337826,1322158.244,9171,0.444457212,2049004.552,16675.46197,621,1968,547,0,0,0,55,84,1.527272727,1,0.018181818,71226.28789,1295.023416,71226.28789,1295.023416,0,0,240345.0302
264,14,1877.429882,1368811.433,11196,0.37043657,2837619.597,22907.55005,621,1968,547,0,0,0,55,84,1.527272727,1,0.018181818,71226.28789,1295.023416,71226.28789,1295.023416,0,0,240345.0302
265,32,65.9343433,48032.14307,847,0.917249542,408074.3837,3265.195472,121,1957,3563,9,-0.949645165,308,2,9,4.5,99,49.5,1029.677008,514.838504,1029.677008,514.838504,0,0,5774.504471
266,33,136.8061418,99646.28395,2588,0.432385592,757567.3668,6193.082452,121,1957,3563,9,-0.949645165,308,2,9,4.5,99,49.5,1029.677008,514.838504,1029.677008,514.838504,0,0,5774.504471
267,32,65.9343433,48032.14307,847,0.917249542,408074.3837,3265.195472,132,1957,2808,9,-0.592712392,469,33,92,2.787878788,252,7.636363636,6135.946136,185.9377617,15288.8372,463.2980969,30,0.909090909,24703.56171
268,33,136.8061418,99646.28395,2588,0.432385592,757567.3668,6193.082452,132,1957,2808,9,-0.592712392,469,33,92,2.787878788,252,7.636363636,6135.946136,185.9377617,15288.8372,463.2980969,30,0.909090909,24703.56171
269,32,65.9343433,48032.14307,847,0.917249542,408074.3837,3265.195472,211,1970,3582,7,0.189206973,951,2,3,1.5,1,0.5,869.129267,434.5646335,869.129267,434.5646335,1,0.5,5351.453235
270,33,136.8061418,99646.28395,2588,0.432385592,757567.3668,6193.082452,211,1970,3582,7,0.189206973,951,2,3,1.5,1,0.5,869.129267,434.5646335,869.129267,434.5646335,1,0.5,5351.453235
271,32,65.9343433,48032.14307,847,0.917249542,408074.3837,3265.195472,212,1970,4524,8,-0.489778723,521,2,4,2,0,0,1597.948529,798.9742646,1597.948529,798.9742646,0,0,5742.186613
272,33,136.8061418,99646.28395,2588,0.432385592,757567.3668,6193.082452,212,1970,4524,8,-0.489778723,521,2,4,2,0,0,1597.948529,798.9742646,1597.948529,798.9742646,0,0,5742.186613
273,32,65.9343433,48032.14307,847,0.917249542,408074.3837,3265.195472,133,1957,1174,9,-0.592712392,469,38,53,1.394736842,84,2.210526316,6179.429436,162.6165641,8706.072351,229.1071671,34,0.894736842,20288.64632
274,31,211.8439053,154341.6444,3327,0.418594669,922705.9934,7608.910148,133,1957,1174,9,-0.592712392,469,38,53,1.394736842,84,2.210526316,6179.429436,162.6165641,8706.072351,229.1071671,34,0.894736842,20288.64632
275,32,65.9343433,48032.14307,847,0.917249542,408074.3837,3265.195472,211,1970,3582,7,0.189206973,951,38,113,2.973684211,206,5.421052632,6514.768848,171.4412855,21324.40098,561.168447,32,0.842105263,32282.62301
276,31,211.8439053,154341.6444,3327,0.418594669,922705.9934,7608.910148,211,1970,3582,7,0.189206973,951,38,113,2.973684211,206,5.421052632,6514.768848,171.4412855,21324.40098,561.168447,32,0.842105263,32282.62301
277,32,65.9343433,48032.14307,847,0.917249542,408074.3837,3265.195472,511,1956,2104,9,-0.291593449,627,15,56,3.733333333,119,7.933333333,3172.607409,211.5071606,13012.03346,867.4688973,14,0.933333333,18224.73324
278,31,211.8439053,154341.6444,3327,0.418594669,922705.9934,7608.910148,511,1956,2104,9,-0.291593449,627,15,56,3.733333333,119,7.933333333,3172.607409,211.5071606,13012.03346,867.4688973,14,0.933333333,18224.73324
279,32,65.9343433,48032.14307,847,0.917249542,408074.3837,3265.195472,512,1956,2963,8,-0.384313925,576,48,92,1.916666667,174,3.625,8083.000103,168.3958355,18214.59405,379.4707093,38,0.791666667,48023.50804
280,31,211.8439053,154341.6444,3327,0.418594669,922705.9934,7608.910148,512,1956,2963,8,-0.384313925,576,48,92,1.916666667,174,3.625,8083.000103,168.3958355,18214.59405,379.4707093,38,0.791666667,48023.50804
281,29,438.9099374,319814.9638,5004,0.400624054,1225753.318,9891.022113,411,1993,3590,2,0.195854822,955,0,0,0,0,0,0,0,0,0,0,0,37266.31155
282,28,2163.767761,1576533.235,7559,0.588833015,1977804.873,15894.71359,411,1993,3590,2,0.195854822,955,0,0,0,0,0,0,0,0,0,0,0,37266.31155
283,29,438.9099374,319814.9638,5004,0.400624054,1225753.318,9891.022113,421,1999,5767,1,0.745755984,1231,84,125,1.488095238,80,0.952380952,16001.60799,190.4953332,22330.32241,265.8371716,80,0.952380952,63561.37615
