FID,SitePolygo,dunam,Shape_Area,parmiter,Ci,buff_area,buff_perim,STAT_1,AGE,POP15,RATE15,INDX8,RATE8,Count_,Sum_floors,Avg_floors,Sum_appart,Avg_appart,Sum_Shape_,Avg_Shape_,Sum_living,Avg_living,Sum_reside,Avg_reside,part_area
41,21,918.2403584,669399.0947,12370,0.234464876,3226846.121,25880.13927,411,1993,3590,2,0.195854822,955,141,147,1.042553191,139,0.985815603,27683.75267,196.3386714,28778.6047,204.1035794,135,0.957446809,563801.3233
42,21,918.2403584,669399.0947,12370,0.234464876,3226846.121,25880.13927,413,1993,6945,6,-0.013754514,811,30,137,4.566666667,343,11.43333333,9651.377744,321.7125915,45652.25251,1521.74175,26,0.866666667,45633.01012
43,21,918.2403584,669399.0947,12370,0.234464876,3226846.121,25880.13927,613,1953,4846,2,0.516157712,1132,0,0,0,0,0,0,0,0,0,0,0,156648.4392
44,21,918.2403584,669399.0947,12370,0.234464876,3226846.121,25880.13927,614,1999,2219,8,-0.350669127,593,0,0,0,0,0,0,0,0,0,0,0,54357.38
45,22,1594.65504,1162537.336,5920,0.645634427,1647360.359,13249.9318,411,1993,3590,2,0.195854822,955,21,29,1.380952381,25,1.19047619,4792.178208,228.1989623,6702.25824,319.1551543,21,1,494920.8313
46,24,1069.494517,779472.4502,5004,0.625443403,1388088.832,11280.35951,411,1993,3590,2,0.195854822,955,0,0,0,0,0,0,0,0,0,0,0,326547.7262
47,23,2074.080347,1511767.323,8654,0.503651948,2094586.494,17179.90026,411,1993,3590,2,0.195854822,955,5,7,1.4,3,0.6,251.5487093,50.30974186,466.6505283,93.33010566,2,0.4,1030421.144
48,23,2074.080347,1511767.323,8654,0.503651948,2094586.494,17179.90026,415,1993,7944,4,0.337470405,1033,203,599,2.950738916,1260,6.206896552,42675.61134,210.2246864,151896.2037,748.2571608,191,0.9408867,383813.2702
49,23,2074.080347,1511767.323,8654,0.503651948,2094586.494,17179.90026,421,1999,5767,1,0.745755984,1231,7,11,1.571428571,7,1,1049.820349,149.9743356,1657.355039,236.7650056,7,1,45122.70975
50,47,2256.925452,1642994.637,9482,0.47920689,2167501.946,18217.02359,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,879127.6695
51,27,1082.971687,789147.0621,5258,0.598912424,1441740.29,11600.7257,411,1993,3590,2,0.195854822,955,0,0,0,0,0,0,0,0,0,0,0,748953.3049
52,28,2163.767761,1576533.235,7559,0.588833015,1977804.873,15894.71359,411,1993,3590,2,0.195854822,955,0,0,0,0,0,0,0,0,0,0,0,664273.3059
53,28,2163.767761,1576533.235,7559,0.588833015,1977804.873,15894.71359,421,1999,5767,1,0.745755984,1231,18,33,1.833333333,17,0.944444444,2979.515912,165.5286618,5188.131173,288.2295096,17,0.944444444,68285.99462
54,34,663.5243834,483403.7271,3988,0.618023202,1106679.661,8984.084157,223,1970,2535,6,0.345994213,1039,45,90,2,128,2.844444444,7977.415914,177.2759092,18545.42579,412.1205731,45,1,38468.24807
55,34,663.5243834,483403.7271,3988,0.618023202,1106679.661,8984.084157,234,1998,3015,2,0.396156874,1066,5,10,2,5,1,376.1258483,75.22516965,752.2516965,150.4503393,5,1,38846.29169
56,34,663.5243834,483403.7271,3988,0.618023202,1106679.661,8984.084157,411,1993,3590,2,0.195854822,955,2,4,2,0,0,546.2097545,273.1048773,546.2097545,273.1048773,0,0,164357.5022
57,34,663.5243834,483403.7271,3988,0.618023202,1106679.661,8984.084157,421,1999,5767,1,0.745755984,1231,1,2,2,1,1,4.821078539,4.821078539,9.642157077,9.642157077,1,1,5638.524942
58,41,1708.669791,1244426.576,7090,0.557754824,1727027.364,14262.76572,234,1998,3015,2,0.396156874,1066,11,31,2.818181818,34,3.090909091,1379.314636,125.3922396,4982.879903,452.9890821,11,1,7810.0936
59,41,1708.669791,1244426.576,7090,0.557754824,1727027.364,14262.76572,311,1970,3646,3,-0.241284487,665,0,0,0,0,0,0,0,0,0,0,0,16.46503804
60,41,1708.669791,1244426.576,7090,0.557754824,1727027.364,14262.76572,312,1998,5006,5,0.084680755,890,89,175,1.966292135,248,2.786516854,11644.35696,130.8354715,28835.72318,323.9968896,88,0.988764045,51865.81817
61,41,1708.669791,1244426.576,7090,0.557754824,1727027.364,14262.76572,313,1998,3147,4,0.214925111,971,122,282,2.31147541,267,2.18852459,13676.49293,112.1024011,36284.76924,297.4161413,122,1,57228.82663
62,41,1708.669791,1244426.576,7090,0.557754824,1727027.364,14262.76572,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729638.2497
63,42,2103.50238,1531884.065,8523,0.514784418,2243950.012,18098.06598,311,1970,3646,3,-0.241284487,665,412,673,1.633495146,635,1.541262136,46874.78343,113.7737462,83997.22854,203.8767683,402,0.975728155,425617.1757
64,42,2103.50238,1531884.065,8523,0.514784418,2243950.012,18098.06598,312,1998,5006,5,0.084680755,890,35,96,2.742857143,172,4.914285714,7026.98364,200.7709611,22307.98418,637.3709766,35,1,30839.80252
65,42,2103.50238,1531884.065,8523,0.514784418,2243950.012,18098.06598,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361501.0204
66,42,2103.50238,1531884.065,8523,0.514784418,2243950.012,18098.06598,111,1957,2339,9,-0.934080774,315,0,0,0,0,0,0,0,0,0,0,0,27538.49421
67,42,2103.50238,1531884.065,8523,0.514784418,2243950.012,18098.06598,112,1957,2266,9,-0.635295992,449,114,174,1.526315789,294,2.578947368,46361.68962,406.6814879,54522.9031,478.2710799,74,0.649122807,180788.1467
68,42,2103.50238,1531884.065,8523,0.514784418,2243950.012,18098.06598,213,1970,3263,7,0.015038654,837,14,20,1.428571429,14,1,1087.643078,77.68879127,1605.516378,114.6797413,14,1,5411.315134
69,42,2103.50238,1531884.065,8523,0.514784418,2243950.012,18098.06598,645,2002,14133,3,0.727673958,1226,0,0,0,0,0,0,0,0,0,0,0,17097.13633
70,49,1616.925736,1177318.118,5368,0.716538184,1494671.543,11996.1116,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583860.4143
71,48,1321.004008,961710.0896,4233,0.821256367,1244192.722,9961.292258,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274152.5619
72,52,1063.351767,773850.9732,6495,0.480125136,1589748.909,13032.21901,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835302.2873
73,44,2119.730612,1543494.604,6494,0.678180355,1686805.034,13478.31339,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679353.3089
74,45,2852.728358,2077143.487,8556,0.597127957,2124382.519,17338.29115,311,1970,3646,3,-0.241284487,665,0,0,0,0,0,0,0,0,0,0,0,42653.09021
75,45,2852.728358,2077143.487,8556,0.597127957,2124382.519,17338.29115,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168732.018
76,45,2852.728358,2077143.487,8556,0.597127957,2124382.519,17338.29115,112,1957,2266,9,-0.635295992,449,0,0,0,0,0,0,0,0,0,0,0,29238.18796
77,46,2629.508716,1914274.352,7915,0.619663767,2054293.93,16731.9175,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632651.0193
78,46,2629.508716,1914274.352,7915,0.619663767,2054293.93,16731.9175,645,2002,14133,3,0.727673958,1226,0,0,0,0,0,0,0,0,0,0,0,233540.9199
79,40,1329.7427,968518.8169,5475,0.63719864,1456751.973,11902.491,234,1998,3015,2,0.396156874,1066,2,2,1,2,1,323.3282802,161.6641401,323.3282802,161.6641401,2,1,30350.59602
80,40,1329.7427,968518.8169,5475,0.63719864,1456751.973,11902.491,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365277.4569
81,40,1329.7427,968518.8169,5475,0.63719864,1456751.973,11902.491,411,1993,3590,2,0.195854822,955,0,0,0,0,0,0,0,0,0,0,0,186992.4824
82,43,1560.223574,1136174.046,6626,0.570263969,1777114.357,14284.57357,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814567.1501
83,37,1203.12688,876426.8626,5224,0.635271839,1396693.05,11361.70149,314,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188001.3426
84,37,1203.12688,876426.8626,5224,0.635271839,1396693.05,11361.70149,411,1993,3590,2,0.195854822,955,0,0,0,0,0,0,0,0,0,0,0,257278.9739
85,33,136.8061418,99646.28395,2588,0.432385592,757567.3668,6193.082452,111,1957,2339,9,-0.934080774,315,24,69,2.875,169,7.041666667,6086.954796,253.6231165,13219.12077,550.7966988,19,0.791666667,22184.99478
86,33,136.8061418,99646.28395,2588,0.432385592,757567.3668,6193.082452,112,1957,2266,9,-0.635295992,449,79,151,1.911392405,267,3.379746835,10445.67601,132.223747,22789.26473,288.4717055,72,0.911392405,44649.43479
87,33,136.8061418,99646.28395,2588,0.432385592,757567.3668,6193.082452,113,1957,1831,9,-0.934080774,315,158,354,2.240506329,710,4.493670886,26135.18072,165.4125362,57292.07406,362.6080637,138,0.873417722,142474.7068
88,33,136.8061418,99646.28395,2588,0.432385592,757567.3668,6193.082452,121,1957,3563,9,-0.949645165,308,270,451,1.67037037,896,3.318518519,59850.07776,221.6669547,94498.43142,349.9941904,218,0.807407407,238381.3835
89,33,136.8061418,99646.28395,2588,0.432385592,757567.3668,6193.082452,131,1957,3078,8,-0.424255093,551,13,41,3.153846154,104,8,2725.860774,209.681598,8485.653765,652.7425973,13,1,7046.941231
90,33,136.8061418,99646.28395,2588,0.432385592,757567.3668,6193.082452,132,1957,2808,9,-0.592712392,469,22,69,3.136363636,224,10.18181818,3953.150885,179.6886766,12589.7299,572.2604501,19,0.863636364,15474.16013
91,33,136.8061418,99646.28395,2588,0.432385592,757567.3668,6193.082452,212,1970,4524,8,-0.489778723,521,19,57,3,126,6.631578947,13911.25372,732.1712486,23461.70406,1234.82653,6,0.315789474,106920.867
92,33,136.8061418,99646.28395,2588,0.432385592,757567.3668,6193.082452,213,1970,3263,7,0.015038654,837,4,15,3.75,0,0,6345.824953,1586.456238,6345.824953,1586.456238,0,0,22404.77545
93,31,211.8439053,154341.6444,3327,0.418594669,922705.9934,7608.910148,133,1957,1174,9,-0.592712392,469,17,59,3.470588235,140,8.235294118,2217.678957,130.4517033,7752.057457,456.0033798,16,0.941176471,9992.569663
94,31,211.8439053,154341.6444,3327,0.418594669,922705.9934,7608.910148,211,1970,3582,7,0.189206973,951,30,105,3.5,268,8.933333333,5797.533063,193.2511021,23457.51048,781.9170162,29,0.966666667,25007.11694
95,31,211.8439053,154341.6444,3327,0.418594669,922705.9934,7608.910148,434,1960,4018,8,-0.430181584,547,102,168,1.647058824,1481,14.51960784,33759.91107,330.9795203,55007.63551,539.2905442,87,0.852941176,168983.2925
96,31,211.8439053,154341.6444,3327,0.418594669,922705.9934,7608.910148,511,1956,2104,9,-0.291593449,627,63,181,2.873015873,380,6.031746032,20494.28765,325.3061531,45674.40188,724.990506,37,0.587301587,213293.0692
97,31,211.8439053,154341.6444,3327,0.418594669,922705.9934,7608.910148,512,1956,2963,8,-0.384313925,576,344,633,1.840116279,1131,3.287790698,66728.13696,193.9771423,146770.6456,426.6588534,301,0.875,292514.0046
98,31,211.8439053,154341.6444,3327,0.418594669,922705.9934,7608.910148,513,1956,3164,7,0.556490392,1149,52,161,3.096153846,623,11.98076923,15759.28081,303.0630925,52663.08159,1012.751569,43,0.826923077,65438.7021
99,31,211.8439053,154341.6444,3327,0.418594669,922705.9934,7608.910148,523,1951,3027,7,-0.230236312,676,30,74,2.466666667,142,4.733333333,5732.125199,191.07084,16055.1032,535.1701066,25,0.833333333,28657.72786
100,38,169.1482948,123218.3633,4733,0.262909419,1305506.151,10322.15761,223,1970,2535,6,0.345994213,1039,24,104,4.333333333,336,14,6737.452997,280.7272082,30896.25222,1287.343843,23,0.958333333,32553.93588
101,38,169.1482948,123218.3633,4733,0.262909419,1305506.151,10322.15761,224,1970,2148,5,-0.469161445,526,153,377,2.464052288,526,3.437908497,20409.65459,133.3964352,59029.32759,385.8125986,139,0.908496732,113331.0112
102,38,169.1482948,123218.3633,4733,0.262909419,1305506.151,10322.15761,225,1970,3579,6,-0.548627515,497,122,447,3.663934426,1133,9.286885246,37595.38894,308.1589258,121953.8811,999.6219764,107,0.87704918,233650.6106
103,38,169.1482948,123218.3633,4733,0.262909419,1305506.151,10322.15761,226,1970,1409,7,-0.548627515,497,104,209,2.009615385,358,3.442307692,21352.14441,205.3090808,48265.45133,464.0908781,96,0.923076923,132968.2512
104,38,169.1482948,123218.3633,4733,0.262909419,1305506.151,10322.15761,234,1998,3015,2,0.396156874,1066,0,0,0,0,0,0,0,0,0,0,0,29086.66666
105,38,169.1482948,123218.3633,4733,0.262909419,1305506.151,10322.15761,311,1970,3646,3,-0.241284487,665,3,9,3,21,7,597.8075472,199.2691824,1793.422642,597.8075472,3,1,8868.614908
106,38,169.1482948,123218.3633,4733,0.262909419,1305506.151,10322.15761,312,1998,5006,5,0.084680755,890,3,9,3,18,6,699.4459781,233.1486594,2098.337934,699.4459781,3,1,10055.37875
107,38,169.1482948,123218.3633,4733,0.262909419,1305506.151,10322.15761,313,1998,3147,4,0.214925111,971,0,0,0,0,0,0,0,0,0,0,0,248.5115285
108,38,169.1482948,123218.3633,4733,0.262909419,1305506.151,10322.15761,212,1970,4524,8,-0.489778723,521,2,5,2.5,8,4,860.8613992,430.4306996,1330.018487,665.0092436,1,0.5,2350.432358
109,38,169.1482948,123218.3633,4733,0.262909419,1305506.151,10322.15761,213,1970,3263,7,0.015038654,837,36,158,4.388888889,340,9.444444444,8404.989725,233.4719368,36878.91477,1024.414299,35,0.972222222,58381.60087
110,38,169.1482948,123218.3633,4733,0.262909419,1305506.151,10322.15761,214,1970,5119,5,0.00195888,824,251,789,3.143426295,1546,6.15936255,40293.50938,160.5319099,177680.6252,707.8909369,234,0.932270916,258157.5525
111,38,169.1482948,123218.3633,4733,0.262909419,1305506.151,10322.15761,215,1970,1818,8,-0.20929502,690,174,357,2.051724138,526,3.022988506,28705.0692,164.9716621,59319.55717,340.9169952,161,0.925287356,165269.1811
112,38,169.1482948,123218.3633,4733,0.262909419,1305506.151,10322.15761,216,1970,3488,9,-0.20929502,690,2,3,1.5,0,0,1883.941598,941.9707988,1883.941598,941.9707988,0,0,6428.49797
113,38,169.1482948,123218.3633,4733,0.262909419,1305506.151,10322.15761,221,1970,2948,8,-0.252198308,657,23,86,3.739130435,182,7.913043478,4527.910321,196.8656661,16829.9665,731.7376741,17,0.739130435,38391.9859
114,38,169.1482948,123218.3633,4733,0.262909419,1305506.151,10322.15761,222,1970,3091,8,-0.620032097,457,30,106,3.533333333,208,6.933333333,5359.5272,178.6509067,16193.01766,539.7672555,23,0.766666667,47561.82566
115,30,60.12196245,43804.96797,1130,0.65658079,445626.7555,3659.984387,431,1960,3424,8,0.653496134,1189,248,410,1.653225806,402,1.620967742,24019.61518,96.85328703,45472.37816,183.3563636,237,0.955645161,70704.05017
116,30,60.12196245,43804.96797,1130,0.65658079,445626.7555,3659.984387,432,1960,3569,8,-0.433758308,542,234,744,3.179487179,1353,5.782051282,39741.40458,169.8350623,133938.1827,572.3853962,218,0.931623932,215403.1058
117,30,60.12196245,43804.96797,1130,0.65658079,445626.7555,3659.984387,221,1970,2948,8,-0.252198308,657,0,0,0,0,0,0,0,0,0,0,0,2784.327392
118,30,60.12196245,43804.96797,1130,0.65658079,445626.7555,3659.984387,222,1970,3091,8,-0.620032097,457,1,8,8,32,32,384.90688,384.90688,3079.25504,3079.25504,1,1,2419.041631
119,30,60.12196245,43804.96797,1130,0.65658079,445626.7555,3659.984387,433,1960,1650,9,-0.430181584,547,63,241,3.825396825,664,10.53968254,11126.1316,176.6052634,45182.69061,717.1855652,60,0.952380952,68162.62227
120,30,60.12196245,43804.96797,1130,0.65658079,445626.7555,3659.984387,434,1960,4018,8,-0.430181584,547,94,151,1.606382979,184,1.957446809,21056.4546,224.0048361,29389.58821,312.6551937,72,0.765957447,86153.60818
121,16,1040.018658,758176.4436,8570,0.360171424,2140321.043,17407.23346,411,1993,3590,2,0.195854822,955,0,0,0,0,0,0,0,0,0,0,0,245271.0618
122,16,1040.018658,758176.4436,8570,0.360171424,2140321.043,17407.23346,613,1953,4846,2,0.516157712,1132,420,602,1.433333333,416,0.99047619,67213.93183,160.033171,95328.00271,226.971435,402,0.957142857,387374.5412
123,16,1040.018658,758176.4436,8570,0.360171424,2140321.043,17407.23346,614,1999,2219,8,-0.350669127,593,205,216,1.053658537,196,0.956097561,17187.36307,83.84079547,18697.39646,91.206812,195,0.951219512,379987.2631
124,16,1040.018658,758176.4436,8570,0.360171424,2140321.043,17407.23346,621,1968,547,0,0,0,2,2,1,0,0,265.252568,132.626284,265.252568,132.626284,0,0,138458.5362
125,14,1877.429882,1368811.433,11196,0.37043657,2837619.597,22907.55005,411,1993,3590,2,0.195854822,955,16,23,1.4375,0,0,16763.99153,1047.749471,16763.99153,1047.749471,0,0,356704.5683
126,14,1877.429882,1368811.433,11196,0.37043657,2837619.597,22907.55005,613,1953,4846,2,0.516157712,1132,18,25,1.388888889,15,0.833333333,3226.890775,179.2717097,4264.538118,236.9187843,15,0.833333333,108645.2916
127,14,1877.429882,1368811.433,11196,0.37043657,2837619.597,22907.55005,614,1999,2219,8,-0.350669127,593,0,0,0,0,0,0,0,0,0,0,0,31368.22476
128,14,1877.429882,1368811.433,11196,0.37043657,2837619.597,22907.55005,621,1968,547,0,0,0,264,343,1.299242424,0,0,260284.9439,985.9278177,260284.9439,985.9278177,0,0,1157230.879
129,14,1877.429882,1368811.433,11196,0.37043657,2837619.597,22907.55005,624,1962,1985,9,-0.237948898,667,2,2,1,0,0,7239.067618,3619.533809,7239.067618,3619.533809,0,0,6189.117443
130,10,1236.853464,901318.5701,4897,0.687248796,1368522.293,10972.9542,621,1968,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379405.6047
131,8,345.1253328,251417.6042,2482,0.716145054,797344.1679,6413.56609,621,1968,547,0,0,0,18,26,1.444444444,0,0,8662.096385,481.227577,8662.096385,481.227577,0,0,152085.5075
132,8,345.1253328,251417.6042,2482,0.716145054,797344.1679,6413.56609,642,1998,4819,1,0.405114712,1072,0,0,0,0,0,0,0,0,0,0,0,198211.3329
133,8,345.1253328,251417.6042,2482,0.716145054,797344.1679,6413.56609,643,1998,5310,1,0.893158116,1299,1,1,1,1,1,4.093307,4.093307,4.093307,4.093307,1,1,219569.6582
134,4,175.1808226,127576.7305,2689,0.470868745,792562.4867,6386.404607,111,1957,2339,9,-0.934080774,315,0,0,0,0,0,0,0,0,0,0,0,1878.929874
135,4,175.1808226,127576.7305,2689,0.470868745,792562.4867,6386.404607,122,1957,1146,9,-0.437713933,540,8,31,3.875,70,8.75,1382.543867,172.8179833,4524.427217,565.5534021,7,0.875,6927.528212
136,4,175.1808226,127576.7305,2689,0.470868745,792562.4867,6386.404607,641,1998,3007,3,0.237566865,985,343,680,1.982507289,359,1.04664723,30272.62959,88.2583953,56350.01673,164.2857631,330,0.962099125,175778.1586
137,4,175.1808226,127576.7305,2689,0.470868745,792562.4867,6386.404607,642,1998,4819,1,0.405114712,1072,61,123,2.016393443,73,1.196721311,4903.773545,80.38973025,10760.92122,176.4085447,58,0.950819672,21066.33141
138,4,175.1808226,127576.7305,2689,0.470868745,792562.4867,6386.404607,644,2002,1301,2,1.612326804,1514,9,14,1.555555556,9,1,1629.306124,181.0340138,2445.079179,271.6754643,9,1,26001.72997
139,4,175.1808226,127576.7305,2689,0.470868745,792562.4867,6386.404607,645,2002,14133,3,0.727673958,1226,20,69,3.45,184,9.2,5838.860863,291.9430431,20659.48768,1032.974384,17,0.85,48076.87378
