SiteNum,Spname,LocalRisk,statusredBook,TEX,Spnameindex,distribution,local,endemic,red,invader
9,קנית אירופית,"CR (A1ac,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,1,0,0,0,1,0
14,קנית אירופית,"CR (A1ac,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,1,0,0,0,1,0
37,קנית אירופית,"CR (A1ac,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,1,0,0,0,1,0
40,קנית אירופית,"CR (A1ac,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,1,0,0,0,1,0
47,קנית אירופית,"CR (A1ac,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,1,0,0,0,1,0
40,חרגולן זמירי,"CR (A1acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,2,0,0,0,1,0
1,נחליאלי צהוב,"CR (A1acd,C1+2a,D)",סכנת הכחדה,poultry,3,0,0,0,1,0
9,נחליאלי צהוב,"CR (A1acd,C1+2a,D)",סכנת הכחדה,poultry,3,0,0,0,1,0
11,נחליאלי צהוב,"CR (A1acd,C1+2a,D)",סכנת הכחדה,poultry,3,0,0,0,1,0
15,נחליאלי צהוב,"CR (A1acd,C1+2a,D)",סכנת הכחדה,poultry,3,0,0,0,1,0
16,נחליאלי צהוב,"CR (A1acd,C1+2a,D)",סכנת הכחדה,poultry,3,0,0,0,1,0
17,נחליאלי צהוב,"CR (A1acd,C1+2a,D)",סכנת הכחדה,poultry,3,0,0,0,1,0
18,נחליאלי צהוב,"CR (A1acd,C1+2a,D)",סכנת הכחדה,poultry,3,0,0,0,1,0
19,נחליאלי צהוב,"CR (A1acd,C1+2a,D)",סכנת הכחדה,poultry,3,0,0,0,1,0
20,נחליאלי צהוב,"CR (A1acd,C1+2a,D)",סכנת הכחדה,poultry,3,0,0,0,1,0
21,נחליאלי צהוב,"CR (A1acd,C1+2a,D)",סכנת הכחדה,poultry,3,0,0,0,1,0
22,נחליאלי צהוב,"CR (A1acd,C1+2a,D)",סכנת הכחדה,poultry,3,0,0,0,1,0
23,נחליאלי צהוב,"CR (A1acd,C1+2a,D)",סכנת הכחדה,poultry,3,0,0,0,1,0
24,נחליאלי צהוב,"CR (A1acd,C1+2a,D)",סכנת הכחדה,poultry,3,0,0,0,1,0
26,נחליאלי צהוב,"CR (A1acd,C1+2a,D)",סכנת הכחדה,poultry,3,0,0,0,1,0
28,נחליאלי צהוב,"CR (A1acd,C1+2a,D)",סכנת הכחדה,poultry,3,0,0,0,1,0
37,נחליאלי צהוב,"CR (A1acd,C1+2a,D)",סכנת הכחדה,poultry,3,0,0,0,1,0
40,נחליאלי צהוב,"CR (A1acd,C1+2a,D)",סכנת הכחדה,poultry,3,0,0,0,1,0
43,נחליאלי צהוב,"CR (A1acd,C1+2a,D)",סכנת הכחדה,poultry,3,0,0,0,1,0
47,נחליאלי צהוב,"CR (A1acd,C1+2a,D)",סכנת הכחדה,poultry,3,0,0,0,1,0
48,נחליאלי צהוב,"CR (A1acd,C1+2a,D)",סכנת הכחדה,poultry,3,0,0,0,1,0
49,נחליאלי צהוב,"CR (A1acd,C1+2a,D)",סכנת הכחדה,poultry,3,0,0,0,1,0
51,נחליאלי צהוב,"CR (A1acd,C1+2a,D)",סכנת הכחדה,poultry,3,0,0,0,1,0
52,נחליאלי צהוב,"CR (A1acd,C1+2a,D)",סכנת הכחדה,poultry,3,0,0,0,1,0
1,עפרוני פסגות,"CR (A2acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,4,0,0,0,1,0
2,עפרוני פסגות,"CR (A2acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,4,0,0,0,1,0
6,עפרוני פסגות,"CR (A2acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,4,0,0,0,1,0
18,עפרוני פסגות,"CR (A2acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,4,0,0,0,1,0
47,עפרוני פסגות,"CR (A2acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,4,0,0,0,1,0
18,שנונית באר-שבע,‎CR (A2ce)‎,סכנת הכחדה,reptiles,5,צפון אפריקה,1,1,1,0
19,שנונית באר-שבע,‎CR (A2ce)‎,סכנת הכחדה,reptiles,5,צפון אפריקה,1,1,1,0
28,שנונית באר-שבע,‎CR (A2ce)‎,סכנת הכחדה,reptiles,5,צפון אפריקה,1,1,1,0
40,זמירון,"CR (B1+2abcde,C2a,D)",סכנת הכחדה,poultry,6,0,0,0,1,0
11,חופמי גדות,"CR (B1+3abcd,C2ab)",סכנת הכחדה,poultry,7,0,0,0,1,0
21,חופמי גדות,"CR (B1+3abcd,C2ab)",סכנת הכחדה,poultry,7,0,0,0,1,0
1,בזבוז אירופי,DD,חסר מידע,poultry,8,0,0,0,0,0
2,בזבוז אירופי,DD,חסר מידע,poultry,8,0,0,0,0,0
6,בזבוז אירופי,DD,חסר מידע,poultry,8,0,0,0,0,0
10,בזבוז אירופי,DD,חסר מידע,poultry,8,0,0,0,0,0
11,בזבוז אירופי,DD,חסר מידע,poultry,8,0,0,0,0,0
16,בזבוז אירופי,DD,חסר מידע,poultry,8,0,0,0,0,0
22,בזבוז אירופי,DD,חסר מידע,poultry,8,0,0,0,0,0
27,בזבוז אירופי,DD,חסר מידע,poultry,8,0,0,0,0,0
28,בזבוז אירופי,DD,חסר מידע,poultry,8,0,0,0,0,0
37,בזבוז אירופי,DD,חסר מידע,poultry,8,0,0,0,0,0
40,בזבוז אירופי,DD,חסר מידע,poultry,8,0,0,0,0,0
46,בזבוז אירופי,DD,חסר מידע,poultry,8,0,0,0,0,0
47,בזבוז אירופי,DD,חסר מידע,poultry,8,0,0,0,0,0
1,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
2,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
6,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
7,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
9,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
10,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
11,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
14,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
15,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
16,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
18,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
19,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
21,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
22,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
23,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
24,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
27,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
28,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
30,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
31,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
32,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
33,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
34,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
35,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
36,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
37,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
38,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
39,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
40,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
41,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
42,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
43,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
47,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
48,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
49,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
54,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
56,זמיר הירדן,DD,חסר מידע,poultry,9,0,0,0,0,0
19,חומט מנומר דרומי,DD,חסר מידע,reptiles,10,"צפון אפריקה , במערב אסיה ובקפריסין ",1,1,1,0
1,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
2,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
6,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
7,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
9,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
10,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
11,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
14,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
16,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
18,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
19,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
21,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
22,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
23,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
24,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
27,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
28,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
30,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
31,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
32,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
33,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
36,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
37,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
39,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
40,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
41,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
42,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
43,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
45,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
46,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
47,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
48,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
49,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
50,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
51,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
52,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
54,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
56,סבכי החורש,DD,חסר מידע,poultry,11,0,0,0,0,0
1,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
2,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
3,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
4,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
5,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
6,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
7,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
8,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
9,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
10,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
11,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
12,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
13,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
14,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
15,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
16,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
17,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
18,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
19,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
20,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
21,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
22,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
23,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
24,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
25,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
26,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
27,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
28,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
29,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
30,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
31,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
32,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
33,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
34,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
35,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
36,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
37,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
38,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
39,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
40,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
41,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
42,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
43,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
44,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
45,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
46,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
47,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
48,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
49,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
50,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
51,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
52,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
53,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
54,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
55,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
56,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
57,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
58,סבכי שחור כיפה,DD,חסר מידע,poultry,12,0,0,0,0,0
1,עפרונן קצר-אצבעות,DD,חסר מידע,poultry,13,0,0,0,0,0
6,עפרונן קצר-אצבעות,DD,חסר מידע,poultry,13,0,0,0,0,0
10,עפרונן קצר-אצבעות,DD,חסר מידע,poultry,13,0,0,0,0,0
11,עפרונן קצר-אצבעות,DD,חסר מידע,poultry,13,0,0,0,0,0
18,עפרונן קצר-אצבעות,DD,חסר מידע,poultry,13,0,0,0,0,0
19,עפרונן קצר-אצבעות,DD,חסר מידע,poultry,13,0,0,0,0,0
20,עפרונן קצר-אצבעות,DD,חסר מידע,poultry,13,0,0,0,0,0
21,עפרונן קצר-אצבעות,DD,חסר מידע,poultry,13,0,0,0,0,0
22,עפרונן קצר-אצבעות,DD,חסר מידע,poultry,13,0,0,0,0,0
23,עפרונן קצר-אצבעות,DD,חסר מידע,poultry,13,0,0,0,0,0
24,עפרונן קצר-אצבעות,DD,חסר מידע,poultry,13,0,0,0,0,0
27,עפרונן קצר-אצבעות,DD,חסר מידע,poultry,13,0,0,0,0,0
28,עפרונן קצר-אצבעות,DD,חסר מידע,poultry,13,0,0,0,0,0
37,עפרונן קצר-אצבעות,DD,חסר מידע,poultry,13,0,0,0,0,0
40,עפרונן קצר-אצבעות,DD,חסר מידע,poultry,13,0,0,0,0,0
41,עפרונן קצר-אצבעות,DD,חסר מידע,poultry,13,0,0,0,0,0
42,עפרונן קצר-אצבעות,DD,חסר מידע,poultry,13,0,0,0,0,0
43,עפרונן קצר-אצבעות,DD,חסר מידע,poultry,13,0,0,0,0,0
44,עפרונן קצר-אצבעות,DD,חסר מידע,poultry,13,0,0,0,0,0
45,עפרונן קצר-אצבעות,DD,חסר מידע,poultry,13,0,0,0,0,0
46,עפרונן קצר-אצבעות,DD,חסר מידע,poultry,13,0,0,0,0,0
47,עפרונן קצר-אצבעות,DD,חסר מידע,poultry,13,0,0,0,0,0
48,עפרונן קצר-אצבעות,DD,חסר מידע,poultry,13,0,0,0,0,0
49,עפרונן קצר-אצבעות,DD,חסר מידע,poultry,13,0,0,0,0,0
51,עפרונן קצר-אצבעות,DD,חסר מידע,poultry,13,0,0,0,0,0
52,עפרונן קצר-אצבעות,DD,חסר מידע,poultry,13,0,0,0,0,0
14,שיחנית זית,DD,חסר מידע,poultry,14,0,0,0,0,0
40,תחמס אירופי,DD,חסר מידע,poultry,15,0,0,0,0,0
1,פיפיון צהוב,"EN (A1acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,16,0,0,0,0,0
6,פיפיון צהוב,"EN (A1acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,16,0,0,0,0,0
9,פיפיון צהוב,"EN (A1acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,16,0,0,0,0,0
10,פיפיון צהוב,"EN (A1acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,16,0,0,0,0,0
11,פיפיון צהוב,"EN (A1acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,16,0,0,0,0,0
15,פיפיון צהוב,"EN (A1acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,16,0,0,0,0,0
16,פיפיון צהוב,"EN (A1acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,16,0,0,0,0,0
17,פיפיון צהוב,"EN (A1acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,16,0,0,0,0,0
18,פיפיון צהוב,"EN (A1acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,16,0,0,0,0,0
19,פיפיון צהוב,"EN (A1acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,16,0,0,0,0,0
20,פיפיון צהוב,"EN (A1acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,16,0,0,0,0,0
21,פיפיון צהוב,"EN (A1acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,16,0,0,0,0,0
22,פיפיון צהוב,"EN (A1acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,16,0,0,0,0,0
23,פיפיון צהוב,"EN (A1acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,16,0,0,0,0,0
24,פיפיון צהוב,"EN (A1acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,16,0,0,0,0,0
26,פיפיון צהוב,"EN (A1acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,16,0,0,0,0,0
27,פיפיון צהוב,"EN (A1acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,16,0,0,0,0,0
28,פיפיון צהוב,"EN (A1acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,16,0,0,0,0,0
37,פיפיון צהוב,"EN (A1acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,16,0,0,0,0,0
40,פיפיון צהוב,"EN (A1acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,16,0,0,0,0,0
41,פיפיון צהוב,"EN (A1acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,16,0,0,0,0,0
42,פיפיון צהוב,"EN (A1acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,16,0,0,0,0,0
43,פיפיון צהוב,"EN (A1acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,16,0,0,0,0,0
44,פיפיון צהוב,"EN (A1acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,16,0,0,0,0,0
45,פיפיון צהוב,"EN (A1acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,16,0,0,0,0,0
46,פיפיון צהוב,"EN (A1acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,16,0,0,0,0,0
47,פיפיון צהוב,"EN (A1acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,16,0,0,0,0,0
48,פיפיון צהוב,"EN (A1acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,16,0,0,0,0,0
49,פיפיון צהוב,"EN (A1acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,16,0,0,0,0,0
51,פיפיון צהוב,"EN (A1acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,16,0,0,0,0,0
52,פיפיון צהוב,"EN (A1acd,B1+2abcde,C1+2a,D)",סכנת הכחדה,poultry,16,0,0,0,0,0
1,קרפדה ירוקה,EN (A1c),סכנת הכחדה,amphibians,17,אירופה ואסיה,1,0,1,0
2,קרפדה ירוקה,EN (A1c),סכנת הכחדה,amphibians,17,אירופה ואסיה,1,0,1,0
9,קרפדה ירוקה,EN (A1c),סכנת הכחדה,amphibians,17,אירופה ואסיה,1,0,1,0
15,קרפדה ירוקה,EN (A1c),סכנת הכחדה,amphibians,17,אירופה ואסיה,1,0,1,0
16,קרפדה ירוקה,EN (A1c),סכנת הכחדה,amphibians,17,אירופה ואסיה,1,0,1,0
21,קרפדה ירוקה,EN (A1c),סכנת הכחדה,amphibians,17,אירופה ואסיה,1,0,1,0
35,קרפדה ירוקה,EN (A1c),סכנת הכחדה,amphibians,17,אירופה ואסיה,1,0,1,0
37,קרפדה ירוקה,EN (A1c),סכנת הכחדה,amphibians,17,אירופה ואסיה,1,0,1,0
40,קרפדה ירוקה,EN (A1c),סכנת הכחדה,amphibians,17,אירופה ואסיה,1,0,1,0
47,קרפדה ירוקה,EN (A1c),סכנת הכחדה,amphibians,17,אירופה ואסיה,1,0,1,0
49,קרפדה ירוקה,EN (A1c),סכנת הכחדה,amphibians,17,אירופה ואסיה,1,0,1,0
19,צב-יבשה מדברי,‎EN (A2cd B)‎,סכנת הכחדה,reptiles,18,סהרי,1,1,1,0
13,שועל הנגב (חולות),"EN (A4ce,B,C)",סכנת הכחדה,mammals,19,סהרו ערבי,0,0,1,0
1,בז אדום,"EN (B2abcde+3ae,C1+2ab)",סכנת הכחדה,poultry,20,0,1,0,0,0
2,בז אדום,"EN (B2abcde+3ae,C1+2ab)",סכנת הכחדה,poultry,20,0,1,0,0,0
6,בז אדום,"EN (B2abcde+3ae,C1+2ab)",סכנת הכחדה,poultry,20,0,1,0,0,0
10,בז אדום,"EN (B2abcde+3ae,C1+2ab)",סכנת הכחדה,poultry,20,0,1,0,0,0
11,בז אדום,"EN (B2abcde+3ae,C1+2ab)",סכנת הכחדה,poultry,20,0,1,0,0,0
16,בז אדום,"EN (B2abcde+3ae,C1+2ab)",סכנת הכחדה,poultry,20,0,1,0,0,0
18,בז אדום,"EN (B2abcde+3ae,C1+2ab)",סכנת הכחדה,poultry,20,0,1,0,0,0
19,בז אדום,"EN (B2abcde+3ae,C1+2ab)",סכנת הכחדה,poultry,20,0,1,0,0,0
20,בז אדום,"EN (B2abcde+3ae,C1+2ab)",סכנת הכחדה,poultry,20,0,1,0,0,0
21,בז אדום,"EN (B2abcde+3ae,C1+2ab)",סכנת הכחדה,poultry,20,0,1,0,0,0
22,בז אדום,"EN (B2abcde+3ae,C1+2ab)",סכנת הכחדה,poultry,20,0,1,0,0,0
23,בז אדום,"EN (B2abcde+3ae,C1+2ab)",סכנת הכחדה,poultry,20,0,1,0,0,0
24,בז אדום,"EN (B2abcde+3ae,C1+2ab)",סכנת הכחדה,poultry,20,0,1,0,0,0
27,בז אדום,"EN (B2abcde+3ae,C1+2ab)",סכנת הכחדה,poultry,20,0,1,0,0,0
28,בז אדום,"EN (B2abcde+3ae,C1+2ab)",סכנת הכחדה,poultry,20,0,1,0,0,0
37,בז אדום,"EN (B2abcde+3ae,C1+2ab)",סכנת הכחדה,poultry,20,0,1,0,0,0
40,בז אדום,"EN (B2abcde+3ae,C1+2ab)",סכנת הכחדה,poultry,20,0,1,0,0,0
42,בז אדום,"EN (B2abcde+3ae,C1+2ab)",סכנת הכחדה,poultry,20,0,1,0,0,0
43,בז אדום,"EN (B2abcde+3ae,C1+2ab)",סכנת הכחדה,poultry,20,0,1,0,0,0
44,בז אדום,"EN (B2abcde+3ae,C1+2ab)",סכנת הכחדה,poultry,20,0,1,0,0,0
45,בז אדום,"EN (B2abcde+3ae,C1+2ab)",סכנת הכחדה,poultry,20,0,1,0,0,0
46,בז אדום,"EN (B2abcde+3ae,C1+2ab)",סכנת הכחדה,poultry,20,0,1,0,0,0
47,בז אדום,"EN (B2abcde+3ae,C1+2ab)",סכנת הכחדה,poultry,20,0,1,0,0,0
48,בז אדום,"EN (B2abcde+3ae,C1+2ab)",סכנת הכחדה,poultry,20,0,1,0,0,0
49,בז אדום,"EN (B2abcde+3ae,C1+2ab)",סכנת הכחדה,poultry,20,0,1,0,0,0
50,בז אדום,"EN (B2abcde+3ae,C1+2ab)",סכנת הכחדה,poultry,20,0,1,0,0,0
51,בז אדום,"EN (B2abcde+3ae,C1+2ab)",סכנת הכחדה,poultry,20,0,1,0,0,0
52,בז אדום,"EN (B2abcde+3ae,C1+2ab)",סכנת הכחדה,poultry,20,0,1,0,0,0
1,צבוע מפוספס,EN (D),סכנת הכחדה,mammals,21,דרום פליארקטי,1,0,1,0
18,צבוע מפוספס,EN (D),סכנת הכחדה,mammals,21,דרום פליארקטי,1,0,1,0
19,צבוע מפוספס,EN (D),סכנת הכחדה,mammals,21,דרום פליארקטי,1,0,1,0
37,צבוע מפוספס,EN (D),סכנת הכחדה,mammals,21,דרום פליארקטי,1,0,1,0
39,צבוע מפוספס,EN (D),סכנת הכחדה,mammals,21,דרום פליארקטי,1,0,1,0
40,צבוע מפוספס,EN (D),סכנת הכחדה,mammals,21,דרום פליארקטי,1,0,1,0
41,צבוע מפוספס,EN (D),סכנת הכחדה,mammals,21,דרום פליארקטי,1,0,1,0
43,צבוע מפוספס,EN (D),סכנת הכחדה,mammals,21,דרום פליארקטי,1,0,1,0
46,צבוע מפוספס,EN (D),סכנת הכחדה,mammals,21,דרום פליארקטי,1,0,1,0
47,צבוע מפוספס,EN (D),סכנת הכחדה,mammals,21,דרום פליארקטי,1,0,1,0
