SiteNum,SitetName,VegSP,שכיחויות_מלל,אנדמיות_מלל,מוגן,תפוצה פיטוגיאוגרפית (דנין),סטטוס,מספר אדום,אדום,Notes,index
36,כפר רפאל והגן הזואולוגי,סולנום זיתני,מצוי,,,אמריקני,,,,,316
38,נחל סוללים עליון,סולנום זיתני,מצוי,,,אמריקני,,,,,316
54,גן הקומנדו הצרפתי,סולנום זיתני,מצוי,,,אמריקני,,,,,316
55,בתי הקברות הישנים,סולנום זיתני,מצוי,,,אמריקני,,,,,316
58,גן וינגייט,סולנום זיתני,מצוי,,,אמריקני,,,,,316
1,גבעות גורל,סביון הערבות,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,315
2,יער דודאים,סביון הערבות,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,315
6,כתף באר שבע,סביון הערבות,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,315
7,בית החולים הוטרינרי,סביון הערבות,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,315
8,בית הלוחם,סביון הערבות,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,315
9,נחל באר שבע מזרח,סביון הערבות,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,315
10,תל באר שבע,סביון הערבות,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,315
12,עמק שרה,סביון הערבות,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,315
13,עמק שרה דרום,סביון הערבות,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,315
14,נחל בקע עליון,סביון הערבות,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,315
17,שכונת נחל בקע מערב,סביון הערבות,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,315
18,גבעות חבלנים,סביון הערבות,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,315
20,"נחל ב""ש - שוליים דרום מערביים",סביון הערבות,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,315
21,מורד נחל באר שבע,סביון הערבות,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,315
26,רזרבה קרקעית לבתי הקברות,סביון הערבות,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,315
27,נחל חצרים עליון,סביון הערבות,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,315
29,חורשת לון,סביון הערבות,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,315
31,איצטדיון וסרמיל (גן אלזה),סביון הערבות,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,315
34,סובב כפר רפאל,סביון הערבות,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,315
41,שדות נחל כובשים,סביון הערבות,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,315
42,מעלה נחל כובשים,סביון הערבות,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,315
43,מורדות נחלי עשן - כובשים,סביון הערבות,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,315
45,רמת הבסיס הנטוש,סביון הערבות,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,315
46,יובלי נחל עשן,סביון הערבות,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,315
48,יער נחל עשן מערב,סביון הערבות,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,315
49,נחל עשן מערב,סביון הערבות,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,315
50,יער מעלה נחל עשן,סביון הערבות,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,315
51,שדות אגן פטיש,סביון הערבות,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,315
52,קניון נחל פטיש,סביון הערבות,נפוץ,,,אירנו-טורני - סהרו-ערבי,,,,,315
2,יער דודאים,סביון אביבי,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,314
9,נחל באר שבע מזרח,סביון אביבי,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,314
33,גן שני אליהו,סביון אביבי,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,314
47,קניון נחל עשן,סביון אביבי,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,314
48,יער נחל עשן מערב,סביון אביבי,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,314
53,בית קברות בדווי,סביון אביבי,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,314
55,בתי הקברות הישנים,סביון אביבי,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,314
1,גבעות גורל,סבונית השדות,מצוי,,,ים-תיכוני,,,,,313
2,יער דודאים,סבונית השדות,מצוי,,,ים-תיכוני,,,,,313
9,נחל באר שבע מזרח,סבונית השדות,מצוי,,,ים-תיכוני,,,,,313
51,שדות אגן פטיש,סבונית השדות,מצוי,,,ים-תיכוני,,,,,313
1,גבעות גורל,נשרן הדוחן,נפוץ,,,ים-תיכוני,,,,,312
3,רמות מערב,נשרן הדוחן,נפוץ,,,ים-תיכוני,,,,,312
32,הקניון הקבור,נשרן הדוחן,נפוץ,,,ים-תיכוני,,,,,312
33,גן שני אליהו,נשרן הדוחן,נפוץ,,,ים-תיכוני,,,,,312
36,כפר רפאל והגן הזואולוגי,נשרן הדוחן,נפוץ,,,ים-תיכוני,,,,,312
39,נחל סוללים תיכון,נשרן הדוחן,נפוץ,,,ים-תיכוני,,,,,312
42,מעלה נחל כובשים,נשרן הדוחן,נפוץ,,,ים-תיכוני,,,,,312
45,רמת הבסיס הנטוש,נשרן הדוחן,נפוץ,,,ים-תיכוני,,,,,312
46,יובלי נחל עשן,נשרן הדוחן,נפוץ,,,ים-תיכוני,,,,,312
58,גן וינגייט,נשרן הדוחן,נפוץ,,,ים-תיכוני,,,,,312
1,גבעות גורל,נץ-חלב צרפתי,מצוי,,,ים-תיכוני - אירנו-טורני,,,,,311
2,יער דודאים,נץ-חלב צרפתי,מצוי,,,ים-תיכוני - אירנו-טורני,,,,,311
9,נחל באר שבע מזרח,נץ-חלב דק-עלים,תדיר,ישראל וסיני,,אירנו-טורני - סהרו-ערבי,,,,,310
16,נחל בקע תחתון,נץ-חלב דק-עלים,תדיר,ישראל וסיני,,אירנו-טורני - סהרו-ערבי,,,,,310
21,מורד נחל באר שבע,נץ-חלב דק-עלים,תדיר,ישראל וסיני,,אירנו-טורני - סהרו-ערבי,,,,,310
41,שדות נחל כובשים,נץ-חלב דק-עלים,תדיר,ישראל וסיני,,אירנו-טורני - סהרו-ערבי,,,,,310
43,מורדות נחלי עשן - כובשים,נץ-חלב דק-עלים,תדיר,ישראל וסיני,,אירנו-טורני - סהרו-ערבי,,,,,310
53,בית קברות בדווי,נץ-חלב דק-עלים,תדיר,ישראל וסיני,,אירנו-טורני - סהרו-ערבי,,,,,310
55,בתי הקברות הישנים,נץ-חלב דק-עלים,תדיר,ישראל וסיני,,אירנו-טורני - סהרו-ערבי,,,,,310
56,בית הקברות הצבאי הבריטי,נץ-חלב דק-עלים,תדיר,ישראל וסיני,,אירנו-טורני - סהרו-ערבי,,,,,310
19,רמת שעירים,ניסנית זיפנית,נפוץ,,,ים-תיכוני,,,,,309
39,נחל סוללים תיכון,ניסנית זיפנית,נפוץ,,,ים-תיכוני,,,,,309
42,מעלה נחל כובשים,ניסנית זיפנית,נפוץ,,,ים-תיכוני,,,,,309
47,קניון נחל עשן,ניסנית דו-קרנית,נפוץ,,,ים-תיכוני - סהרו-ערבי,,,,,308
14,נחל בקע עליון,נימית ממולענת,מצוי,,,ים-תיכוני - אירנו-טורני,,,,,307
1,גבעות גורל,נזמית לופתת,נפוץ,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,306
33,גן שני אליהו,נזמית לופתת,נפוץ,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,306
55,בתי הקברות הישנים,נזמית לופתת,נפוץ,,,אירו-סיבירי - ים-תיכוני - אירנו-טורני,,,,,306
1,גבעות גורל,נורית אסיה,נפוץ,,1,ים-תיכוני,מוגן,,,,305
2,יער דודאים,נורית אסיה,נפוץ,,1,ים-תיכוני,מוגן,,,,305
6,כתף באר שבע,נורית אסיה,נפוץ,,1,ים-תיכוני,מוגן,,,,305
9,נחל באר שבע מזרח,נורית אסיה,נפוץ,,1,ים-תיכוני,מוגן,,,,305
18,גבעות חבלנים,נורית אסיה,נפוץ,,1,ים-תיכוני,מוגן,,,,305
19,רמת שעירים,נורית אסיה,נפוץ,,1,ים-תיכוני,מוגן,,,,305
32,הקניון הקבור,נורית אסיה,נפוץ,,1,ים-תיכוני,מוגן,,,,305
47,קניון נחל עשן,נורית אסיה,נפוץ,,1,ים-תיכוני,מוגן,,,,305
50,יער מעלה נחל עשן,נורית אסיה,נפוץ,,1,ים-תיכוני,מוגן,,,,305
27,נחל חצרים עליון,נוצנית כדורית,נפוץ,,,ים-תיכוני,,,,,304
52,קניון נחל פטיש,נוצנית כדורית,נפוץ,,,ים-תיכוני,,,,,304
9,נחל באר שבע מזרח,נוציץ עטוף,,,, ים-תיכוני - אירנו-טורני,,,,,303
13,עמק שרה דרום,נוציץ עטוף,,,, ים-תיכוני - אירנו-טורני,,,,,303
24,שדות חצרים,נוציץ עטוף,,,, ים-תיכוני - אירנו-טורני,,,,,303
26,רזרבה קרקעית לבתי הקברות,נוציץ עטוף,,,, ים-תיכוני - אירנו-טורני,,,,,303
27,נחל חצרים עליון,נוציץ עטוף,,,, ים-תיכוני - אירנו-טורני,,,,,303
28,גבעות פארק באר שבע,נוציץ עטוף,,,, ים-תיכוני - אירנו-טורני,,,,,303
32,הקניון הקבור,נוציץ עטוף,,,, ים-תיכוני - אירנו-טורני,,,,,303
39,נחל סוללים תיכון,נוציץ עטוף,,,, ים-תיכוני - אירנו-טורני,,,,,303
42,מעלה נחל כובשים,נוציץ עטוף,,,, ים-תיכוני - אירנו-טורני,,,,,303
44,מורדות הבסיס הנטוש,נוציץ עטוף,,,, ים-תיכוני - אירנו-טורני,,,,,303
42,מעלה נחל כובשים,נוציץ מנוצה,מצוי,,, ים-תיכוני - אירנו-טורני,,,,,302
51,שדות אגן פטיש,נוציץ מנוצה,מצוי,,, ים-תיכוני - אירנו-טורני,,,,,302
52,קניון נחל פטיש,נוציץ מנוצה,מצוי,,, ים-תיכוני - אירנו-טורני,,,,,302
1,גבעות גורל,נוניאה פלשתית,,ישראל,,ים-תיכוני,,,,,301
37,נחל עולים תחתון,נוניאה פלשתית,,ישראל,,ים-תיכוני,,,,,301
47,קניון נחל עשן,נוניאה פלשתית,,ישראל,,ים-תיכוני,,,,,301
51,שדות אגן פטיש,נוניאה פלשתית,,ישראל,,ים-תיכוני,,,,,301
1,גבעות גורל,נואית קוצנית,מצוי,,,אירנו-טורני,,,,,300
2,יער דודאים,נואית קוצנית,מצוי,,,אירנו-טורני,,,,,300
5,"שדרות צה""ל",נואית קוצנית,מצוי,,,אירנו-טורני,,,,,300
6,כתף באר שבע,נואית קוצנית,מצוי,,,אירנו-טורני,,,,,300
7,בית החולים הוטרינרי,נואית קוצנית,מצוי,,,אירנו-טורני,,,,,300
9,נחל באר שבע מזרח,נואית קוצנית,מצוי,,,אירנו-טורני,,,,,300
10,תל באר שבע,נואית קוצנית,מצוי,,,אירנו-טורני,,,,,300
14,נחל בקע עליון,נואית קוצנית,מצוי,,,אירנו-טורני,,,,,300
18,גבעות חבלנים,נואית קוצנית,מצוי,,,אירנו-טורני,,,,,300
19,רמת שעירים,נואית קוצנית,מצוי,,,אירנו-טורני,,,,,300
20,"נחל ב""ש - שוליים דרום מערביים",נואית קוצנית,מצוי,,,אירנו-טורני,,,,,300
22,בתרונות נאות אילן,נואית קוצנית,מצוי,,,אירנו-טורני,,,,,300
23,מורדות צפוניים נחל באר שבע,נואית קוצנית,מצוי,,,אירנו-טורני,,,,,300
24,שדות חצרים,נואית קוצנית,מצוי,,,אירנו-טורני,,,,,300
26,רזרבה קרקעית לבתי הקברות,נואית קוצנית,מצוי,,,אירנו-טורני,,,,,300
27,נחל חצרים עליון,נואית קוצנית,מצוי,,,אירנו-טורני,,,,,300
28,גבעות פארק באר שבע,נואית קוצנית,מצוי,,,אירנו-טורני,,,,,300
31,איצטדיון וסרמיל (גן אלזה),נואית קוצנית,מצוי,,,אירנו-טורני,,,,,300
32,הקניון הקבור,נואית קוצנית,מצוי,,,אירנו-טורני,,,,,300
34,סובב כפר רפאל,נואית קוצנית,מצוי,,,אירנו-טורני,,,,,300
36,כפר רפאל והגן הזואולוגי,נואית קוצנית,מצוי,,,אירנו-טורני,,,,,300
37,נחל עולים תחתון,נואית קוצנית,מצוי,,,אירנו-טורני,,,,,300
39,נחל סוללים תיכון,נואית קוצנית,מצוי,,,אירנו-טורני,,,,,300
40,נחל סוללים תחתון,נואית קוצנית,מצוי,,,אירנו-טורני,,,,,300
41,שדות נחל כובשים,נואית קוצנית,מצוי,,,אירנו-טורני,,,,,300
42,מעלה נחל כובשים,נואית קוצנית,מצוי,,,אירנו-טורני,,,,,300
43,מורדות נחלי עשן - כובשים,נואית קוצנית,מצוי,,,אירנו-טורני,,,,,300
44,מורדות הבסיס הנטוש,נואית קוצנית,מצוי,,,אירנו-טורני,,,,,300
46,יובלי נחל עשן,נואית קוצנית,מצוי,,,אירנו-טורני,,,,,300
47,קניון נחל עשן,נואית קוצנית,מצוי,,,אירנו-טורני,,,,,300
48,יער נחל עשן מערב,נואית קוצנית,מצוי,,,אירנו-טורני,,,,,300
49,נחל עשן מערב,נואית קוצנית,מצוי,,,אירנו-טורני,,,,,300
50,יער מעלה נחל עשן,נואית קוצנית,מצוי,,,אירנו-טורני,,,,,300
51,שדות אגן פטיש,נואית קוצנית,מצוי,,,אירנו-טורני,,,,,300
52,קניון נחל פטיש,נואית קוצנית,מצוי,,,אירנו-טורני,,,,,300
1,גבעות גורל,מתנן שעיר,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,299
2,יער דודאים,מתנן שעיר,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,299
3,רמות מערב,מתנן שעיר,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,299
5,"שדרות צה""ל",מתנן שעיר,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,299
6,כתף באר שבע,מתנן שעיר,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,299
9,נחל באר שבע מזרח,מתנן שעיר,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,299
13,עמק שרה דרום,מתנן שעיר,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,299
14,נחל בקע עליון,מתנן שעיר,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,299
16,נחל בקע תחתון,מתנן שעיר,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,299
17,שכונת נחל בקע מערב,מתנן שעיר,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,299
18,גבעות חבלנים,מתנן שעיר,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,299
19,רמת שעירים,מתנן שעיר,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,299
20,"נחל ב""ש - שוליים דרום מערביים",מתנן שעיר,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,299
22,בתרונות נאות אילן,מתנן שעיר,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,299
23,מורדות צפוניים נחל באר שבע,מתנן שעיר,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,299
24,שדות חצרים,מתנן שעיר,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,299
26,רזרבה קרקעית לבתי הקברות,מתנן שעיר,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,299
34,סובב כפר רפאל,מתנן שעיר,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,299
35,פארק הדסה,מתנן שעיר,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,299
37,נחל עולים תחתון,מתנן שעיר,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,299
42,מעלה נחל כובשים,מתנן שעיר,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,299
43,מורדות נחלי עשן - כובשים,מתנן שעיר,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,299
45,רמת הבסיס הנטוש,מתנן שעיר,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,299
46,יובלי נחל עשן,מתנן שעיר,מצוי,,,ים-תיכוני - סהרו-ערבי,,,,,299
